LKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-8-12,32,29,27,25,25,24,89,80,66,1010,1009,1008,10,10,10,23,18,,0.00,4,,235<br />
2003-8-13,32,29,26,26,25,24,100,84,66,1010,1009,1007,10,9,8,23,14,,0.00,4,Rain,235<br />
2003-8-14,30,28,26,25,25,24,94,86,74,1010,1009,1008,10,10,8,27,11,,0.00,5,Rain-Thunderstorm,219<br />
2003-8-15,31,28,25,25,24,23,89,81,70,1010,1009,1007,10,10,9,26,19,,0.00,4,,244<br />
2003-8-16,31,29,27,25,24,24,89,81,70,1010,1009,1008,10,10,9,24,19,,0.00,4,Rain,235<br />
2003-8-17,30,28,26,25,25,24,89,81,74,1011,1009,1007,10,10,9,27,19,,0.00,6,Rain,263<br />
2003-8-18,31,29,27,25,24,24,89,80,70,1011,1009,1007,10,10,10,26,19,,0.00,4,,263<br />
2003-8-19,31,29,27,25,24,24,89,79,70,1010,1008,1006,10,10,10,26,18,,0.00,4,,257<br />
2003-8-20,31,29,27,25,24,24,84,78,66,1008,1007,1005,10,10,10,37,23,,0.00,4,,262<br />
2003-8-21,32,29,27,25,25,24,84,79,62,1008,1006,1005,10,10,10,29,23,,0.00,4,,255<br />
2003-8-22,28,27,25,25,24,23,94,86,79,1010,1007,1006,10,10,4,29,21,,0.00,6,Rain,252<br />
2003-8-23,30,28,26,26,24,23,100,82,74,1010,1008,1007,10,10,6,24,14,,0.00,4,,259<br />
2003-8-24,30,28,26,25,24,24,94,83,74,1010,1008,1006,10,10,8,24,11,,0.00,4,,237<br />
2003-8-25,31,29,27,25,25,24,89,81,70,1010,1008,1006,10,10,10,23,13,,0.00,3,,228<br />
2003-8-26,31,28,25,25,24,24,94,78,66,1011,1009,1007,10,10,10,21,13,,0.00,3,,234<br />
2003-8-27,31,29,27,25,25,24,89,81,70,1011,1010,1008,10,10,10,21,11,,0.00,3,,243<br />
2003-8-28,31,28,26,26,24,23,89,78,62,1012,1010,1008,10,10,10,19,11,,0.00,3,,235<br />
2003-8-29,31,28,25,24,24,23,94,79,62,1012,1010,1009,10,10,9,19,8,,0.00,4,,205<br />
2003-8-30,31,28,25,24,24,23,94,79,62,1012,1011,1009,10,10,9,23,10,,0.00,3,,219<br />
2003-8-31,31,28,25,25,24,23,100,82,66,1012,1010,1009,10,10,9,26,10,,0.00,4,Rain,223<br />
2003-9-1,28,26,24,25,24,24,100,92,84,1012,1010,1009,10,10,8,29,8,,0.00,4,Rain,239<br />
2003-9-2,30,27,24,26,24,23,100,87,79,1011,1010,1008,10,10,9,26,10,,0.00,3,Rain,219<br />
2003-9-3,30,28,27,25,24,24,89,79,70,1011,1009,1008,10,10,10,21,14,,0.00,4,,237<br />
2003-9-4,30,28,26,25,24,24,89,81,70,1012,1010,1007,10,10,10,23,13,,0.00,5,,243<br />
2003-9-5,30,28,25,24,24,24,94,80,70,1011,1009,1007,10,10,10,26,10,,0.00,3,,237<br />
2003-9-6,30,28,24,25,24,24,100,88,74,1012,1010,1009,10,10,8,21,10,,0.00,4,Rain,207<br />
2003-9-7,30,27,24,26,24,23,100,86,70,1012,1010,1008,10,10,8,19,5,,0.00,4,,250<br />
2003-9-8,31,28,25,25,24,24,94,83,66,1012,1010,1008,10,10,9,24,8,,0.00,4,,236<br />
2003-9-9,31,28,26,25,25,25,94,83,70,1012,1009,1007,10,10,10,23,11,,0.00,4,,248<br />
2003-9-10,31,29,27,26,25,24,94,83,70,1011,1009,1007,10,10,10,29,18,,0.00,4,,251<br />
2003-9-11,30,28,27,25,24,23,84,77,66,1011,1009,1007,10,10,10,27,18,,0.00,4,,257<br />
2003-9-12,30,28,27,24,24,23,84,77,66,1010,1009,1006,10,10,10,26,16,,0.00,4,,250<br />
2003-9-13,30,28,27,24,24,24,84,77,70,1011,1009,1007,10,10,10,29,18,,0.00,4,,260<br />
2003-9-14,31,29,27,25,24,24,84,78,66,1010,1009,1007,10,10,10,26,18,,0.00,3,,265<br />
2003-9-15,31,29,27,25,24,24,89,78,66,1011,1009,1007,10,10,10,26,19,,0.00,3,,257<br />
2003-9-16,31,29,27,26,25,24,89,79,70,1011,1009,1008,10,10,10,24,13,,0.00,3,,250<br />
2003-9-17,31,28,26,26,25,24,89,81,70,1012,1010,1008,10,10,8,23,11,,0.00,3,,230<br />
2003-9-18,31,29,27,25,24,23,89,78,62,1012,1011,1009,10,10,10,24,14,,0.00,3,,247<br />
2003-9-19,31,29,27,25,24,24,89,79,70,1012,1010,1008,10,10,9,24,14,,0.00,4,Rain,245<br />
2003-9-20,30,28,26,26,25,24,94,86,74,1012,1010,1008,10,9,3,37,11,,0.00,5,Rain,246<br />
2003-9-21,31,28,25,25,25,24,100,85,66,1012,1010,1008,10,10,9,23,10,,0.00,3,Rain,218<br />
2003-9-22,31,28,25,25,24,24,94,82,66,1012,1010,1008,10,10,10,26,10,,0.00,4,,225<br />
2003-9-23,31,28,26,26,25,24,94,82,66,1011,1009,1007,10,10,9,23,8,,0.00,3,,226<br />
2003-9-24,31,28,26,25,24,24,94,80,66,1010,1008,1006,10,10,9,19,11,,0.00,4,,229<br />
2003-9-25,32,28,25,25,24,24,94,81,62,1010,1008,1006,10,10,9,24,8,,0.00,4,,238<br />
2003-9-26,31,28,25,25,24,23,94,78,62,1010,1008,1005,10,10,9,24,11,,0.00,3,,241<br />
2003-9-27,32,30,27,25,24,24,89,76,62,1009,1007,1005,10,10,10,27,16,,0.00,3,,258<br />
2003-9-28,32,28,25,25,24,23,94,81,62,1008,1007,1006,10,10,9,26,8,,0.00,3,,228<br />
2003-9-29,31,28,26,26,25,24,94,81,66,1009,1007,1005,10,10,9,23,14,,0.00,-414,,245<br />
2003-9-30,30,27,23,25,24,23,100,89,66,1009,1007,1005,10,9,1,23,8,,0.00,-904,Rain-Thunderstorm,201<br />
2003-10-1,30,27,24,25,24,23,100,89,66,1008,1006,1004,10,10,9,23,5,,0.00,6,Rain,136<br />
2003-10-2,29,27,25,25,24,24,94,85,74,1008,1006,1004,10,10,8,24,5,,0.00,-1246,Rain-Thunderstorm,249<br />
2003-10-3,31,28,25,25,24,23,100,83,66,1009,1007,1005,10,10,9,23,6,,0.00,4,Rain,211<br />
2003-10-4,30,28,25,25,24,24,94,84,70,1009,1007,1006,10,10,9,29,10,,0.00,3,,215<br />
2003-10-5,31,28,25,26,24,24,94,81,70,1009,1008,1006,10,10,8,23,18,,0.00,-867,Rain,231<br />
2003-10-6,30,28,25,25,24,24,94,84,70,1010,1007,1006,10,10,7,29,19,,0.00,4,Rain,233<br />
2003-10-7,30,28,25,25,24,23,94,79,70,1009,1008,1006,10,10,8,37,16,,0.00,4,Rain,230<br />
2003-10-8,28,26,24,26,24,23,100,88,79,1010,1008,1007,10,9,5,23,14,47,0.00,6,Rain,229<br />
2003-10-9,30,28,27,25,24,24,89,80,70,1011,1009,1008,10,10,10,24,14,,0.00,3,,245<br />
2003-10-10,31,29,26,25,24,23,89,78,70,1011,1009,1008,10,10,8,26,13,,0.00,3,,241<br />
2003-10-11,30,27,24,24,23,22,94,80,62,1011,1009,1007,10,9,7,19,6,,0.00,3,,240<br />
2003-10-12,30,27,24,25,24,23,94,83,70,1010,1008,1006,10,10,9,19,10,,0.00,-414,Rain-Thunderstorm,226<br />
2003-10-13,30,27,24,25,23,22,94,79,66,1012,1010,1008,10,10,9,16,10,,0.00,-1664,Rain-Thunderstorm,229<br />
2003-10-14,30,28,25,25,23,22,94,79,66,1012,1011,1009,10,10,9,13,6,,0.00,3,,234<br />
2003-10-15,30,27,23,25,24,23,100,84,70,1012,1010,1008,10,10,8,16,6,,0.00,4,,246<br />
2003-10-16,28,26,23,25,24,23,100,88,79,1013,1010,1008,10,9,4,23,13,,0.00,3,Rain-Thunderstorm,283<br />
2003-10-17,30,27,23,25,24,23,100,85,70,1011,1009,1007,10,10,7,23,6,,0.00,2,,220<br />
2003-10-18,30,28,25,26,25,24,100,86,74,1012,1010,1008,10,10,9,23,8,,0.00,2,Rain-Thunderstorm,221<br />
2003-10-19,30,28,25,26,25,24,100,85,74,1012,1010,1008,10,10,8,23,6,,0.00,3,Rain,231<br />
2003-10-20,30,28,25,26,25,24,100,87,74,1013,1010,1008,10,10,7,26,8,,0.00,3,Rain,208<br />
2003-10-21,27,26,25,25,24,23,94,91,84,1011,1010,1009,10,10,9,26,10,,0.00,3,,219<br />
2003-10-22,31,28,26,25,24,23,89,74,66,1012,1011,1009,10,10,10,26,19,,0.00,3,,239<br />
2003-10-23,31,27,24,26,24,23,94,81,70,1013,1011,1009,10,10,9,23,6,,0.00,2,,228<br />
2003-10-24,31,28,26,25,24,24,94,77,66,1013,1010,1008,10,10,10,23,14,,0.00,3,,250<br />
2003-10-25,31,27,24,25,24,23,100,82,66,1011,1009,1007,10,10,9,19,8,,0.00,3,,251<br />
2003-10-26,31,27,24,26,24,23,94,83,70,1010,1008,1005,10,10,9,23,6,,0.00,2,Rain,197<br />
2003-10-27,30,27,24,25,24,23,100,83,66,1012,1009,1007,10,10,9,19,5,,0.00,-413,Rain,264<br />
2003-10-28,31,27,24,25,24,23,94,81,66,1012,1011,1009,10,9,6,16,5,,0.00,2,Thunderstorm,218<br />
2003-10-29,31,27,24,25,23,22,94,79,62,1013,1011,1008,10,10,8,14,5,,0.00,5,,2<br />
2003-10-30,32,28,24,27,24,23,94,85,62,1011,1009,1006,10,9,5,19,10,,0.00,-1247,Rain-Thunderstorm,57<br />
2003-10-31,30,27,23,25,23,22,100,87,66,1011,1009,1006,10,9,4,21,3,,0.00,3,Rain-Thunderstorm,264<br />
2003-11-1,31,27,23,25,23,23,100,88,66,1011,1009,1006,10,9,4,14,5,,0.00,-2080,Rain-Thunderstorm,88<br />
2003-11-2,31,27,23,25,24,23,100,88,62,1012,1009,1007,10,9,1,23,3,,0.00,-1247,Rain-Thunderstorm,215<br />
2003-11-3,31,27,24,25,24,23,100,87,66,1013,1010,1007,10,9,1,19,5,,0.00,-1663,Rain-Thunderstorm,216<br />
2003-11-4,31,27,24,25,24,23,100,89,70,1012,1010,1007,10,9,8,13,3,,0.00,4,Rain-Thunderstorm,29<br />
2003-11-5,30,27,23,24,23,23,100,88,66,1011,1009,1007,10,10,9,14,3,,0.00,4,Rain,81<br />
2003-11-6,29,26,23,24,23,22,100,88,74,1010,1009,1007,10,10,9,13,5,,0.00,5,Rain,63<br />
2003-11-7,29,27,25,25,24,24,94,86,74,1010,1008,1005,10,10,8,8,5,,0.00,6,Rain,69<br />
2003-11-8,31,28,25,26,24,24,100,88,66,1010,1008,1006,10,9,8,14,5,,0.00,-1663,Rain-Thunderstorm,325<br />
2003-11-9,31,27,24,25,24,23,100,87,66,1010,1008,1005,10,9,0,14,5,,0.00,-1247,Fog-Thunderstorm,63<br />
2003-11-10,34,28,23,25,23,22,100,76,52,1010,1008,1005,10,10,7,19,6,,0.00,3,Thunderstorm,58<br />
2003-11-11,33,28,24,26,23,21,94,80,49,1010,1008,1006,10,10,9,14,8,,0.00,3,,46<br />
2003-11-12,33,29,25,24,23,21,89,74,49,1010,1008,1006,10,10,10,27,11,,0.00,4,,39<br />
2003-11-13,32,28,24,24,23,23,100,78,59,1011,1009,1006,10,10,6,21,10,,0.00,4,Thunderstorm,29<br />
2003-11-14,33,29,25,25,23,22,100,78,55,1011,1009,1007,10,10,9,27,8,,0.00,-830,,42<br />
2003-11-15,29,27,24,25,24,23,94,88,74,1013,1010,1009,10,10,8,11,3,,0.00,6,Rain-Thunderstorm,48<br />
2003-11-16,31,27,23,24,23,22,100,89,66,1012,1010,1008,10,9,6,14,6,,0.00,4,Rain,61<br />
2003-11-17,30,27,23,25,23,22,100,86,70,1012,1009,1007,10,10,9,16,8,,0.00,5,Thunderstorm,356<br />
2003-11-18,29,27,25,26,24,23,100,89,74,1011,1009,1007,10,9,4,23,3,,0.00,4,Rain-Thunderstorm,298<br />
2003-11-19,32,27,23,26,24,23,100,89,62,1011,1009,1006,10,9,2,29,10,,0.00,3,Rain-Thunderstorm,26<br />
2003-11-20,30,27,24,25,24,23,100,88,66,1011,1009,1007,10,10,9,26,13,,0.00,5,Rain,42<br />
2003-11-21,30,27,23,25,24,23,100,86,70,1012,1010,1008,10,10,9,16,6,,0.00,-413,Rain,22<br />
2003-11-22,30,27,24,26,24,22,100,85,66,1012,1010,1008,10,9,6,27,5,,0.00,-1664,Rain,9<br />
2003-11-23,31,27,24,25,24,21,100,87,70,1012,1010,1008,10,10,9,23,8,,0.00,-413,Rain-Thunderstorm,26<br />
2003-11-24,32,27,23,24,22,21,94,74,52,1012,1010,1008,10,10,9,29,13,,0.00,1,,33<br />
2003-11-25,32,28,24,23,22,20,89,71,49,1013,1011,1008,10,10,10,32,13,,0.00,2,,32<br />
2003-11-26,31,27,24,26,23,23,94,81,62,1011,1009,1007,10,10,8,27,14,,0.00,4,Rain,32<br />
2003-11-27,30,27,24,24,23,22,100,87,66,1010,1008,1006,10,10,6,27,11,,0.00,-1663,Rain,40<br />
2003-11-28,30,27,24,24,23,22,94,84,66,1009,1007,1005,10,10,9,19,10,,0.00,3,Rain,26<br />
2003-11-29,30,27,24,24,23,23,100,89,66,1011,1009,1007,10,9,1,13,3,,0.00,-496,Rain-Thunderstorm,277<br />
2003-11-30,30,27,23,25,24,22,100,89,70,1011,1009,1007,10,9,5,16,5,,0.00,-1246,Rain-Thunderstorm,23<br />
2003-12-1,31,27,24,25,23,21,100,84,58,1012,1010,1007,10,9,8,24,5,,0.00,3,Rain,42<br />
2003-12-2,32,28,24,25,23,21,94,84,52,1011,1010,1007,10,10,8,26,6,,0.00,3,Thunderstorm,43<br />
2003-12-3,32,28,24,24,23,22,100,81,58,1011,1009,1005,10,10,9,29,11,,0.00,1,,27<br />
2003-12-4,31,27,24,25,24,23,94,83,66,1011,1008,1006,10,10,9,23,14,,0.00,3,,25<br />
2003-12-5,32,28,25,25,23,22,94,81,58,1011,1009,1006,10,10,9,23,11,,0.00,-831,Rain,43<br />
2003-12-6,30,27,24,26,23,22,100,80,62,1012,1010,1008,10,10,9,29,14,,0.00,4,Rain,34<br />
2003-12-7,31,27,23,26,22,19,100,79,55,1012,1010,1007,10,10,8,29,14,,0.00,3,Rain,38<br />
2003-12-8,31,27,23,22,21,20,88,72,55,1013,1011,1008,10,10,9,29,13,,0.00,1,,43<br />
2003-12-9,31,26,21,22,21,19,100,75,49,1012,1010,1008,10,9,8,23,11,,0.00,1,,20<br />
2003-12-10,31,26,22,23,22,20,100,76,55,1012,1010,1008,10,9,5,23,13,,0.00,2,,32<br />
2003-12-11,31,27,23,22,22,21,94,76,58,1012,1009,1007,10,10,9,26,18,,0.00,3,,28<br />
2003-12-12,30,27,23,23,22,19,100,78,51,1011,1009,1007,10,10,7,26,11,,0.00,4,,29<br />
2003-12-13,32,28,24,24,23,22,100,80,59,1010,1008,1006,10,10,10,29,14,,0.00,2,,13<br />
2003-12-14,31,27,23,23,21,19,100,76,51,1010,1008,1006,10,9,7,24,14,,0.00,3,,15<br />
2003-12-15,31,26,22,22,21,19,94,76,49,1010,1009,1006,10,9,7,19,6,,0.00,1,,137<br />
2003-12-16,31,26,22,24,22,20,94,77,55,1011,1009,1007,10,9,7,16,6,,0.00,1,,208<br />
2003-12-17,30,27,23,24,23,22,100,80,66,1012,1010,1008,10,9,7,19,6,,0.00,2,,216<br />
2003-12-18,31,27,23,25,23,20,94,78,55,1013,1011,1009,10,9,6,14,5,,0.00,1,,290<br />
2003-12-19,31,27,24,24,23,21,94,79,62,1014,1012,1010,10,10,9,24,10,,0.00,1,,33<br />
2003-12-20,33,28,23,23,21,17,94,71,38,1015,1013,1010,10,10,10,35,13,,0.00,2,,18<br />
2003-12-21,33,27,22,22,20,19,89,68,43,1015,1012,1009,10,10,10,29,16,,0.00,1,,25<br />
2003-12-22,33,27,22,22,20,18,94,68,43,1014,1011,1008,10,10,10,29,18,,0.00,2,,38<br />
2003-12-23,33,28,23,25,23,20,94,79,46,1013,1011,1008,10,10,8,26,14,,0.00,1,,19<br />
2003-12-24,31,27,23,25,23,22,100,83,62,1014,1011,1009,10,10,6,23,13,,0.00,1,,351<br />
2003-12-25,31,27,24,25,24,23,100,84,62,1013,1011,1008,10,9,8,23,5,,0.00,2,,318<br />
2003-12-26,31,27,23,25,23,21,94,80,55,1011,1010,1008,10,10,7,19,5,,0.00,-498,Rain-Thunderstorm,321<br />
2003-12-
