MVT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-8-21,31,29,28,26,25,24,84,78,74,1013,1012,1010,10,10,10,19,14,,0.00,5,,262<br />
2001-8-22,31,28,26,25,25,24,94,77,66,1012,1011,1009,10,10,4,19,14,,0.00,1,Rain,286<br />
2001-8-23,31,29,27,25,24,24,84,77,70,1011,1010,1008,10,10,6,21,14,,0.00,2,,284<br />
2001-8-24,28,27,26,25,25,24,94,86,79,1012,1010,1009,10,9,4,39,19,,0.00,6,Rain,263<br />
2001-8-25,29,27,25,25,24,23,94,83,74,1014,1012,1010,10,10,8,26,13,,0.00,5,Rain,270<br />
2001-8-26,30,28,27,25,25,24,89,80,74,1013,1011,1010,10,10,9,34,23,,0.00,5,Rain,335<br />
2001-8-27,30,28,26,26,24,24,94,82,74,1013,1011,1010,10,9,2,29,24,,0.00,5,Rain,305<br />
2001-8-28,31,29,27,26,25,24,89,80,74,1013,1011,1009,10,10,10,29,19,,0.00,6,,331<br />
2001-8-29,31,29,28,26,24,24,79,77,74,1012,1011,1009,10,10,10,26,18,,0.00,6,,316<br />
2001-8-30,30,28,27,25,24,23,79,76,70,1012,1010,1008,10,10,10,26,21,,0.00,5,Rain,316<br />
2001-8-31,30,29,28,25,24,23,84,76,70,1012,1010,1008,10,10,10,34,26,,0.00,7,,317<br />
2001-9-1,30,28,25,26,24,23,94,81,70,1012,1010,1008,10,9,3,35,26,53,0.00,7,Rain,319<br />
2001-9-2,29,27,25,26,24,24,94,83,74,1012,1010,1009,10,9,7,23,14,,0.00,6,Rain,313<br />
2001-9-3,30,29,28,25,24,24,84,79,74,1013,1011,1010,10,10,10,23,16,,0.00,5,,329<br />
2001-9-4,31,28,25,26,25,24,94,79,70,1014,1012,1010,10,10,10,13,10,,0.00,4,,313<br />
2001-9-5,31,29,27,26,25,24,89,80,70,1013,1012,1010,10,10,10,14,11,,0.00,6,,293<br />
2001-9-6,31,29,27,26,25,24,94,80,70,1013,1012,1010,10,10,8,14,10,,0.00,4,Rain,290<br />
2001-9-7,29,27,25,26,25,24,94,87,79,1013,1012,1010,10,10,7,13,6,,0.00,6,Rain,285<br />
2001-9-8,30,28,26,26,24,23,89,78,70,1014,1012,1010,10,10,9,26,14,,0.00,6,,301<br />
2001-9-9,31,29,27,25,24,23,84,80,70,1013,1011,1009,10,10,10,24,16,,0.00,5,,282<br />
2001-9-10,30,28,26,25,25,24,94,80,74,1012,1010,1008,10,10,6,19,11,,0.00,5,Rain,284<br />
2001-9-11,30,28,27,26,25,24,89,80,74,1012,1010,1008,10,10,10,21,14,,0.00,6,,287<br />
2001-9-12,30,28,26,25,24,24,89,80,70,1012,1010,1008,10,10,7,26,18,,0.00,6,Rain,324<br />
2001-9-13,30,28,25,26,24,23,94,84,74,1013,1010,1008,10,9,6,34,14,,0.00,7,Rain,302<br />
2001-9-14,28,27,25,26,25,24,100,90,79,1012,1010,1008,10,8,6,26,18,,0.00,7,Rain,289<br />
2001-9-15,28,26,24,26,25,23,100,86,74,1013,1010,1009,10,9,7,35,18,,0.00,7,Rain,300<br />
2001-9-16,30,28,25,26,24,23,94,83,79,1012,1011,1009,10,10,7,29,18,,0.00,6,Rain,286<br />
2001-9-17,30,28,27,25,24,24,89,81,74,1012,1011,1009,10,10,10,26,16,,0.00,3,,272<br />
2001-9-18,31,29,26,26,25,24,94,81,74,1012,1010,1008,10,10,9,27,16,,0.00,4,Rain,258<br />
2001-9-19,28,27,26,26,24,23,94,84,74,1013,1011,1009,10,10,10,47,26,,0.00,5,,264<br />
2001-9-20,31,29,27,26,24,24,89,80,66,1012,1010,1009,10,10,8,32,26,,0.00,5,,268<br />
2001-9-21,30,28,27,25,24,23,89,81,70,1012,1011,1009,10,10,10,26,23,,0.00,5,,251<br />
2001-9-22,29,27,26,25,24,22,89,80,70,1013,1011,1009,10,10,8,34,21,,0.00,5,Rain,242<br />
2001-9-23,29,27,26,25,24,23,89,83,74,1013,1011,1010,10,10,8,26,16,,0.00,6,Rain,241<br />
2001-9-24,28,26,24,25,24,22,100,84,79,1013,1011,1010,10,9,5,37,18,,0.00,6,Rain,250<br />
2001-9-25,30,27,24,25,24,23,100,84,70,1012,1011,1009,10,8,2,39,23,,0.00,7,Rain,266<br />
2001-9-26,29,27,26,26,25,24,94,84,74,1011,1009,1008,10,10,8,23,16,,0.00,5,Rain,260<br />
2001-9-27,31,29,28,26,25,24,89,80,70,1011,1009,1007,10,10,9,26,21,,0.00,5,,261<br />
2001-9-28,29,27,26,26,24,23,89,82,74,1011,1009,1007,10,9,4,47,32,,0.00,6,Rain,271<br />
2001-9-29,28,26,24,26,24,23,94,89,79,1012,1010,1008,10,8,6,48,35,,0.00,7,Rain,271<br />
2001-9-30,30,29,28,26,25,24,89,79,74,1011,1010,1008,10,10,10,40,34,,0.00,5,,274<br />
2001-10-1,30,29,28,26,24,23,84,77,70,1013,1011,1009,10,10,10,40,34,,0.00,3,,286<br />
2001-10-2,30,29,28,26,25,24,89,81,74,1013,1011,1009,10,10,10,39,35,,0.00,3,,289<br />
2001-10-3,30,28,25,26,26,24,100,86,79,1013,1011,1008,10,9,1,39,29,,0.00,6,Rain,289<br />
2001-10-4,29,27,26,27,26,23,94,87,79,1013,1011,1009,10,9,7,32,26,,0.00,6,Rain,295<br />
2001-10-5,30,29,28,26,26,25,89,84,79,1012,1010,1008,10,10,10,32,26,,0.00,5,,293<br />
2001-10-6,30,28,27,26,25,25,94,82,74,1012,1010,1008,10,10,10,35,29,,0.00,3,,290<br />
2001-10-7,30,28,27,26,26,25,94,85,79,1013,1011,1009,10,10,8,35,29,,0.00,4,Rain,285<br />
2001-10-8,30,28,25,26,26,24,100,87,79,1013,1011,1009,10,9,6,32,24,,0.00,6,Rain,285<br />
2001-10-9,30,28,27,26,26,25,94,85,79,1013,1011,1009,10,10,10,23,18,,0.00,2,,277<br />
2001-10-10,29,27,24,26,25,23,100,88,79,1014,1012,1011,10,9,0,29,16,,0.00,4,Rain,258<br />
2001-10-11,28,26,24,27,24,23,100,88,74,1015,1013,1011,10,9,3,39,16,,0.00,6,Rain,242<br />
2001-10-12,30,28,26,26,25,23,100,87,74,1014,1012,1010,10,10,8,26,11,,0.00,5,Rain,249<br />
2001-10-13,30,28,27,27,26,25,94,88,79,1013,1011,1009,10,10,10,21,14,,0.00,3,,251<br />
2001-10-14,30,28,26,26,26,24,100,87,79,1012,1010,1008,10,10,9,24,18,,0.00,2,Rain,270<br />
2001-10-15,29,28,28,26,26,25,89,86,84,1013,1011,1009,10,10,9,32,27,,0.00,2,Rain,278<br />
2001-10-16,30,29,28,27,26,26,94,87,79,1013,1011,1008,10,10,10,34,29,,0.00,4,,285<br />
2001-10-17,30,29,28,27,26,26,94,87,79,1013,1011,1008,10,10,10,45,29,,0.00,5,,265<br />
2001-10-18,31,28,26,27,26,25,94,86,75,1012,1010,1008,10,10,10,29,26,,0.00,5,,269<br />
2001-10-19,30,29,28,27,26,25,89,85,74,1014,1012,1010,10,10,10,21,16,,0.00,4,,267<br />
2001-10-20,30,28,27,26,26,25,89,83,79,1014,1012,1010,10,10,10,21,13,,0.00,2,,279<br />
2001-10-21,29,28,27,26,26,25,89,87,79,1012,1011,1009,10,10,10,19,18,,0.00,6,,296<br />
2001-10-22,30,28,25,27,26,24,100,89,79,1012,1010,1009,10,10,7,37,21,,0.00,5,Rain,290<br />
2001-10-23,31,28,26,27,25,24,94,83,74,1012,1010,1008,10,10,9,24,19,,0.00,5,Rain,283<br />
2001-10-24,30,28,25,25,24,24,94,83,74,1012,1009,1007,10,10,8,39,24,,0.00,3,Rain,265<br />
2001-10-25,29,27,26,25,24,24,94,86,79,1011,1009,1007,10,9,7,48,29,,0.00,6,Rain,261<br />
2001-10-26,28,27,26,25,24,23,94,88,79,1011,1009,1007,10,9,7,37,31,,0.00,7,Rain,262<br />
2001-10-27,29,27,26,25,24,23,94,83,79,1012,1010,1008,10,9,6,29,23,,0.00,6,Rain,274<br />
2001-10-28,29,27,25,25,24,23,94,82,74,1012,1010,1008,10,9,7,29,14,,0.00,5,Rain,272<br />
2001-10-29,30,28,27,25,24,23,84,77,66,1012,1010,1008,10,10,10,24,16,,0.00,4,,265<br />
2001-10-30,31,29,27,26,24,23,89,78,70,1012,1010,1008,10,10,10,23,16,,0.00,3,,286<br />
2001-10-31,30,29,28,26,25,24,89,81,74,1012,1011,1009,10,10,10,27,19,,0.00,5,,290<br />
2001-11-1,30,28,27,26,24,23,89,79,66,1013,1011,1009,10,10,10,19,13,,0.00,4,,338<br />
2001-11-2,30,28,27,24,23,23,84,76,66,1014,1012,1010,10,10,10,13,10,,0.00,4,,331<br />
2001-11-3,30,28,27,25,23,23,84,77,70,1013,1011,1009,10,10,10,11,6,,0.00,2,,305<br />
2001-11-4,30,28,26,24,23,23,89,76,66,1012,1011,1009,10,10,10,11,3,,0.00,4,,290<br />
2001-11-5,31,29,27,24,23,22,84,72,62,1013,1011,1009,10,10,10,14,10,,0.00,3,,268<br />
2001-11-6,30,28,27,25,24,23,84,75,66,1013,1011,1009,10,10,10,24,14,,0.00,3,,242<br />
2001-11-7,30,29,28,26,24,23,89,79,74,1012,1010,1008,10,10,10,23,16,,0.00,4,,248<br />
2001-11-8,30,28,27,26,26,23,89,83,74,1011,1009,1007,10,10,10,34,24,,0.00,2,,267<br />
2001-11-9,31,29,28,27,26,24,89,83,74,1011,1009,1007,10,10,10,32,26,,0.00,3,,263<br />
2001-11-10,30,28,27,26,26,25,89,86,79,1011,1009,1007,10,10,10,35,27,,0.00,6,,268<br />
2001-11-11,30,28,25,25,24,23,94,84,70,1011,1010,1008,10,9,6,39,26,,0.00,6,Rain,285<br />
2001-11-12,30,28,26,26,25,24,94,81,74,1011,1009,1007,10,10,10,23,16,,0.00,4,,294<br />
2001-11-13,30,28,27,26,25,24,94,81,74,1013,1011,1009,10,10,10,23,14,,0.00,5,,279<br />
2001-11-14,30,28,27,25,24,24,89,81,70,1014,1012,1010,10,10,10,13,10,,0.00,5,,272<br />
2001-11-15,30,28,27,25,24,24,84,81,74,1014,1012,1010,10,10,10,21,14,,0.00,5,,277<br />
2001-11-16,30,28,27,26,25,24,89,80,70,1014,1012,1010,10,10,10,27,21,,0.00,3,,290<br />
2001-11-17,30,29,28,26,24,23,89,79,74,1013,1012,1010,10,10,10,29,24,,0.00,2,,297<br />
2001-11-18,30,27,24,27,26,24,100,87,79,1013,1012,1009,10,10,9,27,13,,0.00,4,Rain,299<br />
2001-11-19,30,28,26,26,25,25,94,85,74,1013,1011,1009,10,10,10,11,5,,0.00,4,,48<br />
2001-11-20,30,28,27,26,26,25,89,84,74,1014,1012,1010,10,10,10,26,10,,0.00,4,,73<br />
2001-11-21,30,28,27,26,25,24,89,83,74,1014,1012,1010,10,10,10,14,11,,0.00,4,,141<br />
2001-11-22,28,27,25,25,24,22,100,88,74,1014,1012,1010,10,10,7,42,18,,0.00,6,Rain,261<br />
2001-11-23,28,27,25,26,24,23,100,90,74,1013,1011,1009,10,9,6,40,26,,0.00,7,Rain,284<br />
2001-11-24,30,27,24,25,24,23,100,83,70,1014,1012,1010,10,10,8,24,13,,0.00,4,Rain,44<br />
2001-11-25,30,28,25,25,24,23,94,81,70,1014,1011,1009,10,9,6,37,18,,0.00,2,Rain,77<br />
2001-11-26,31,28,26,26,24,23,89,83,70,1013,1011,1009,10,10,7,23,13,,0.00,4,Rain,80<br />
2001-11-27,31,28,26,25,24,23,89,82,70,1013,1011,1009,10,10,9,21,11,,0.00,5,Rain,78<br />
2001-11-28,30,28,25,26,24,24,100,85,74,1013,1011,1008,10,9,6,32,16,,0.00,6,Rain,90<br />
2001-11-29,30,28,26,26,25,23,94,83,70,1013,1010,1008,10,10,9,34,18,,0.00,4,Rain,89<br />
2001-11-30,31,28,26,26,25,24,94,81,70,1012,1011,1009,10,10,10,26,19,,0.00,5,,90<br />
2001-12-1,31,29,28,26,25,24,89,80,74,1012,1011,1009,10,10,10,23,18,,0.00,5,,67<br />
2001-12-2,31,29,27,26,25,24,89,81,70,1012,1010,1008,10,10,7,35,18,,0.00,2,Rain,41<br />
2001-12-3,31,29,27,26,25,24,94,84,70,1013,1011,1009,10,10,8,23,14,,0.00,4,Rain,352<br />
2001-12-4,29,27,25,26,25,24,100,88,79,1013,1011,1009,10,10,8,37,16,,0.00,5,Rain,358<br />
2001-12-5,30,28,26,27,26,25,94,89,84,1012,1010,1009,10,10,9,29,18,,0.00,6,,75<br />
2001-12-6,31,29,27,27,26,25,100,88,75,1013,1011,1009,10,10,9,29,24,,0.00,4,Rain,94<br />
2001-12-7,30,27,24,27,25,24,100,91,79,1013,1011,1010,10,9,4,26,18,,0.00,5,Rain,106<br />
2001-12-8,30,28,25,27,25,24,100,90,79,1013,1011,1010,10,9,7,174,18,,0.00,4,Rain,102<br />
2001-12-9,31,28,25,27,26,25,100,85,75,1014,1012,1010,10,10,7,24,14,,0.00,4,Rain,73<br />
2001-12-10,30,28,27,27,25,24,89,83,74,1015,1013,1011,10,10,10,29,23,,0.00,5,,56<br />
2001-12-11,31,29,27,25,24,23,89,79,70,1015,1013,1011,10,10,10,24,19,,0.00,5,,53<br />
2001-12-12,30,28,27,26,25,24,94,85,79,1015,1013,1011,10,10,10,35,23,,0.00,5,,62<br />
2001-12-13,30,28,27,26,25,24,89,84,74,1014,1013,1011,10,10,10,34,31,,0.00,4,,65<br />
2001-12-14,30,28,27,26,24,23,89,82,74,1015,1014,1012,10,10,10,35,31,,0.00,4,,63<br />
2001-12-15,30,28,26,25,24,23,89,80,74,1015,1014,1012,10,10,10,32,27,,0.00,1,,56<br />
2001-12-16,30,28,26,25,23,21,89,76,62,1015,1013,1011,10,10,10,27,24,,0.00,3,,43<br />
2001-12-17,30,28,26,25,23,21,89,75,66,1015,1013,1011,10,10,6,21,14,,0.00,3,Rain,47<br />
2001-12-18,30,28,26,26,25,24,89,84,74,1014,1012,1010,10,10,8,27,21,,0.00,3,,59<br />
2001-12-19,30,28,25,27,26,25,100,89,79,1014,1011,1009,10,10,10,23,11,,0.00,3,,59<br />
2001-12-20,29,27,24,25,24,23,100,85,74,1014,1012,1010,10,9,4,40,21,,0.00,6,Rain,85<br />
2001-12-21,30,28,27,26,25,24,89,83,74,1013,1012,1009,10,10,10,16,13,,0.00,4,,24<br />
2001-12-22,29,27,26,26,26,25,94,88,79,1014,1012,1010,10,10,9,26,13,,0.00,4,Rain,30<br />
2001-12-23,30,28,26,26,26,25,94,89,79,1015,1013,1011,10,10,8,16,8,,0.00,4,Rain,7<br />
2001-12-24,30,28,26,26,26,25,94,86,79,1015,1013,1010,10,10,10,23,10,,0.00,4,,80<br />
2001-12-25,31,28,25,27,26,24,94,89,79,1015,1013,1011,10,9,3,29,21,,0.00,3,Rain,81<br />
2001-12-26,30,28,26,27,26,24,100,89,79,1015,1013,1011,10,10,10,29,19,,0.00,2,Rain,71<br />
2001-12-27,29,28,27,26,26,25,94,89,79,1016,1014,1012,10,10,9,34,27,,0.00,5,Rain,79<br />
2001-12-28,31,28,25,27,26,25,100,88,79,1015,1014,1012,10,9,7,42,27,,0.00,4,Rain,70<br />
2001-12-29,28,27,25,26,26,23,100,90,79,1015,1013,1012,10,10,6,35,27,,0.00,6,Rain,70<br />
2001-12-30,30,28,26,26,26,24,94,86,74,1015,1013,1011,10,10,10,35,24,,0.00,3,,73<br />
2001-12-31,30,28,27,27,26,25,94,86,74,1014,1012,1010,10,10,10,32,24,,0.00,1,,62<br />
2002-1-1,31,28,26,27,26,25,94,84,74,1014,1012,1010,10,10,8,35,29,,0.00,3,Rain,68<br />
2002-1-2,31,29,28,26,25,24,89,81,70,1014,1012,1010,10,10,10,42,37,,0.00,3,,66<br />
2002-1-3,31,29,28,26,25,24,84,79,70,1014,1012,1010,10,9,8,40,37,,0.00,3,,63<br />
2002-1-4,31,29,28,27,26,25,89,82,74,1013,1012,1010,10,9,8,37,34,,0.00,4,,61<br />
2002-1-5,31,29,28,27,26,24,89,83,75,1013,1011,1009,9,8,8,40,32,,0.00,5,,59<br />
2002-1-6,30,28,27,27,26,25,94,86,79,1014,1011,1009,9,9,8,34,24,,0.00,5,,62<br />
2002-1-7,29,27,26,26,26,25,100,90,84,1014,1011,1009,9,8,6,34,26,,0.00,5,Rain,70<br />
2002-1-8,31,29,27,26,26,25,94,84,74,1013,1011,1009,9,8,8,35,26,,0.00,5,,64<br />
2002-1-9,31,29,28,26,26,25,89,81,75,1013,1011,1009,9,8,8,29,27,,0.00,4,,71<br />
2002-1-10,31,29,28,27,26,25,89,81,75,1013,
