CVT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-8-31,31,28,25,22,22,21,83,76,58,1014,1013,1011,10,9,7,24,14,,0.00,3,,17<br />
2002-9-1,31,28,25,23,22,19,83,72,51,1017,1012,1010,10,7,5,23,11,,0.00,2,,28<br />
2002-9-2,27,26,25,25,24,23,94,88,83,1014,1012,1010,10,7,1,48,27,66,0.00,5,Rain,104<br />
2002-9-3,32,28,25,25,23,20,94,81,49,1017,1015,1012,10,10,10,35,18,,0.00,6,,61<br />
2002-9-4,28,27,25,23,22,21,89,80,66,1015,1014,1013,10,9,7,34,31,,0.00,5,,16<br />
2002-9-5,29,27,24,22,21,20,83,76,62,1015,1013,1011,8,6,4,24,16,,0.00,4,,14<br />
2002-9-6,29,27,24,24,22,21,89,78,66,1014,1012,1011,8,6,4,27,24,,0.00,6,,23<br />
2002-9-7,31,28,26,26,25,23,94,84,66,1015,1014,1012,10,6,2,34,21,,0.00,3,,77<br />
2002-9-8,31,28,26,25,21,15,89,68,40,1015,1013,1011,10,7,6,32,16,,0.00,4,,344<br />
2002-9-9,29,27,25,22,22,21,83,75,62,1013,1012,1010,10,10,10,35,24,,0.00,4,,1<br />
2002-9-10,30,28,26,25,24,23,89,81,70,1015,1014,1013,10,10,9,29,18,,0.00,4,,69<br />
2002-9-11,31,28,26,25,23,20,94,77,52,1016,1015,1014,10,10,9,32,18,,0.00,2,,31<br />
2002-9-12,31,28,25,23,22,20,89,75,52,1015,1013,1012,10,10,10,40,27,,0.00,1,,2<br />
2002-9-13,28,27,25,22,22,21,83,76,66,1014,1013,1012,10,10,10,32,23,,0.00,4,,41<br />
2002-9-14,30,28,25,23,22,21,83,74,58,1016,1015,1013,10,10,10,24,16,,0.00,4,,51<br />
2002-9-15,30,28,26,24,24,23,89,80,70,1017,1015,1014,10,10,10,21,14,,0.00,4,,48<br />
2002-9-16,29,27,25,24,23,22,94,79,66,1017,1016,1014,10,9,6,24,16,,0.00,5,,33<br />
2002-9-17,29,27,25,22,22,21,83,75,62,1017,1015,1014,10,9,6,29,18,,0.00,3,,29<br />
2002-9-18,30,28,25,23,22,21,83,76,62,1016,1014,1013,10,10,10,27,21,,0.00,4,,44<br />
2002-9-19,30,28,25,23,22,21,83,75,58,1014,1013,1012,10,10,10,37,21,,0.00,2,,18<br />
2002-9-20,30,28,25,24,23,22,89,80,66,1015,1013,1011,10,10,10,40,34,,0.00,4,,30<br />
2002-9-21,28,26,23,25,24,22,94,88,79,1018,1015,1013,10,9,1,34,26,,0.00,6,Rain-Thunderstorm,74<br />
2002-9-22,28,27,25,25,24,24,94,90,84,1017,1016,1014,10,9,6,23,18,,0.00,5,Rain,64<br />
2002-9-23,29,27,25,24,23,21,94,82,70,1016,1015,1013,10,9,7,35,19,,0.00,4,,15<br />
2002-9-24,30,28,25,23,23,22,89,79,66,1015,1013,1012,10,10,10,32,24,,0.00,4,,24<br />
2002-9-25,30,28,25,23,22,21,83,73,58,1015,1013,1011,10,10,10,27,16,,0.00,3,,47<br />
2002-9-26,30,28,25,23,22,22,89,76,62,1016,1015,1014,10,10,10,24,16,,0.00,3,,32<br />
2002-9-27,31,28,25,25,23,21,89,78,58,1017,1015,1013,10,10,10,27,21,,0.00,3,,27<br />
2002-9-28,32,29,26,24,23,20,84,77,49,1016,1014,1012,10,10,10,19,14,,0.00,4,,354<br />
2002-9-29,31,28,26,25,23,22,89,77,58,1015,1013,1011,10,10,10,24,16,,0.00,3,,2<br />
2002-9-30,30,28,26,25,24,23,94,83,70,1014,1013,1012,10,9,7,29,13,,0.00,2,,2<br />
2002-10-1,31,28,25,24,24,23,94,80,66,1016,1014,1013,10,9,7,23,14,,0.00,3,,53<br />
2002-10-2,30,28,25,24,23,21,89,75,58,1016,1014,1012,10,10,10,34,18,,0.00,2,,33<br />
2002-10-3,29,27,26,24,22,20,84,75,65,1015,1014,1012,10,10,10,34,24,,0.00,3,,34<br />
2002-10-4,29,27,25,21,17,-18,78,63,4,1015,1014,1013,10,10,10,26,18,,0.00,3,,9<br />
2002-10-5,29,24,20,20,19,18,100,66,51,1016,1014,1013,10,10,4,26,13,,0.00,3,,360<br />
2002-10-6,29,26,23,19,18,18,78,64,51,1015,1014,1011,10,10,10,23,11,,0.00,2,,41<br />
2002-10-7,30,27,23,22,20,19,78,70,58,1014,1013,1012,10,10,10,21,8,,0.00,2,,7<br />
2002-10-8,30,27,24,24,23,21,89,77,62,1015,1013,1011,10,10,9,27,16,,0.00,2,,353<br />
2002-10-9,30,28,26,24,23,22,89,77,62,1014,1013,1012,9,8,7,40,29,,0.00,4,,34<br />
2002-10-10,30,28,26,22,21,21,78,71,58,1015,1013,1012,10,10,8,37,32,,0.00,3,,31<br />
2002-10-11,29,27,25,25,23,21,94,80,70,1016,1014,1013,10,8,2,35,27,,0.00,6,Rain,52<br />
2002-10-12,29,27,26,25,24,24,94,86,74,1016,1015,1014,10,10,9,26,21,,0.00,5,,72<br />
2002-10-13,29,27,25,25,24,23,94,84,74,1015,1014,1013,10,10,4,23,14,,0.00,5,Rain,71<br />
2002-10-14,29,27,25,23,22,22,89,78,66,1018,1014,1012,10,10,10,27,16,,0.00,5,,48<br />
2002-10-15,29,27,25,23,22,21,89,77,62,1016,1015,1013,10,10,10,26,18,,0.00,4,,48<br />
2002-10-16,29,27,25,23,22,21,89,79,66,1016,1015,1013,10,10,10,35,19,,0.00,4,,31<br />
2002-10-17,29,27,25,22,22,21,83,75,66,1015,1013,1012,10,10,10,32,21,,0.00,4,,31<br />
2002-10-18,29,27,24,23,21,21,89,75,62,1014,1013,1011,10,10,10,21,11,,0.00,4,,13<br />
2002-10-19,30,27,24,22,22,21,83,75,62,1015,1013,1012,10,10,10,16,5,,0.00,4,,5<br />
2002-10-20,30,27,24,22,22,20,89,74,55,1015,1014,1012,10,10,10,27,13,,0.00,3,,31<br />
2002-10-21,29,27,25,23,23,22,83,79,70,1015,1014,1013,10,10,10,37,27,,0.00,7,,28<br />
2002-10-22,31,28,25,23,23,21,89,76,55,1015,1014,1012,10,10,10,34,27,,0.00,3,,31<br />
2002-10-23,31,28,25,23,23,22,89,77,58,1015,1013,1012,10,10,8,37,32,,0.00,3,,28<br />
2002-10-24,30,28,25,23,22,22,83,77,66,1014,1013,1011,10,9,7,39,32,,0.00,4,,33<br />
2002-10-25,29,27,25,23,22,21,83,75,62,1013,1012,1011,10,9,7,29,21,,0.00,5,,35<br />
2002-10-26,29,27,25,22,22,21,83,75,66,1015,1013,1012,10,10,9,21,16,,0.00,5,,29<br />
2002-10-27,32,28,25,23,21,18,83,72,43,1015,1013,1012,10,10,10,24,13,,0.00,6,,16<br />
2002-10-28,31,27,24,23,22,17,94,78,45,1014,1012,1011,10,9,8,24,18,,0.00,6,,10<br />
2002-10-29,31,27,24,23,21,19,89,72,51,1014,1012,1011,10,9,8,29,16,,0.00,5,,24<br />
2002-10-30,31,27,24,23,22,19,89,74,49,1014,1012,1011,10,9,8,26,19,,0.00,3,,38<br />
2002-10-31,31,28,25,24,21,19,94,69,49,1015,1013,1012,8,7,6,34,21,,0.00,1,,50<br />
2002-11-1,30,28,25,22,20,18,83,64,48,1016,1014,1012,8,7,7,40,31,55,0.00,0,,45<br />
2002-11-2,29,27,24,22,22,20,83,75,58,1016,1014,1013,10,9,8,37,26,,0.00,2,,43<br />
2002-11-3,27,26,24,21,21,20,83,77,69,1016,1015,1014,10,9,8,39,27,,0.00,5,,29<br />
2002-11-4,30,27,24,22,21,19,89,71,51,1015,1014,1012,10,6,4,34,21,,0.00,3,,44<br />
2002-11-5,28,26,24,21,20,17,78,69,57,1016,1014,1013,10,5,4,32,24,,0.00,4,,42<br />
2002-11-6,29,27,24,21,19,16,83,69,45,1016,1015,1013,10,6,4,27,21,,0.00,3,,55<br />
2002-11-7,28,24,22,22,20,18,88,75,54,1017,1015,1014,10,10,9,26,16,,0.00,2,,36<br />
2002-11-8,29,26,22,22,21,19,89,75,55,1017,1016,1014,10,10,10,26,18,,0.00,4,,35<br />
2002-11-9,29,27,24,22,21,19,89,74,62,1017,1016,1014,10,8,7,34,21,,0.00,3,,61<br />
2002-11-10,30,27,24,21,19,17,78,65,51,1017,1016,1015,10,7,5,35,24,,0.00,3,,60<br />
2002-11-11,29,26,23,20,18,17,78,64,48,1016,1015,1013,10,5,2,27,23,,0.00,3,,57<br />
2002-11-12,28,24,22,19,18,17,83,68,54,1018,1016,1015,9,8,6,29,16,,0.00,2,,45<br />
2002-11-13,28,26,23,21,19,18,83,72,58,1018,1017,1016,10,10,9,35,21,,0.00,3,,33<br />
2002-11-14,27,24,22,19,19,18,83,72,61,1018,1016,1014,10,10,10,29,24,,0.00,3,,32<br />
2002-11-15,27,24,22,19,17,16,78,66,54,1017,1016,1014,10,10,10,27,21,,0.00,3,,33<br />
2002-11-16,27,23,21,18,17,15,73,65,54,1017,1016,1013,10,10,10,24,16,,0.00,4,,38<br />
2002-11-17,26,24,23,19,18,16,78,69,54,1018,1016,1015,10,10,10,34,19,,0.00,5,,51<br />
2002-11-18,27,24,23,18,18,16,73,67,54,1017,1016,1015,10,10,10,29,24,,0.00,6,,41<br />
2002-11-19,26,23,22,18,17,17,73,67,57,1018,1016,1014,10,10,10,34,26,,0.00,4,,39<br />
2002-11-20,27,24,22,18,17,16,73,66,57,1018,1016,1015,10,10,10,35,27,,0.00,4,,46<br />
2002-11-21,27,24,22,18,17,17,73,67,54,1018,1016,1014,10,10,10,29,24,,0.00,5,,41<br />
2002-11-22,26,23,21,19,18,17,78,72,61,1016,1015,1013,10,10,10,32,23,,0.00,5,,25<br />
2002-11-23,26,23,22,22,19,17,83,74,69,1017,1015,1014,10,10,10,32,24,,0.00,5,,29<br />
2002-11-24,26,23,22,19,18,17,78,72,65,1018,1016,1015,10,10,10,32,26,48,0.00,3,,37<br />
2002-11-25,26,23,22,18,17,17,73,69,57,1018,1017,1016,10,10,10,34,27,,0.00,5,,33<br />
2002-11-26,26,23,22,18,17,16,73,68,61,1017,1016,1014,10,10,10,29,24,,0.00,4,,40<br />
2002-11-27,26,23,21,19,18,17,78,71,61,1017,1015,1013,10,10,10,27,19,,0.00,3,,35<br />
2002-11-28,26,23,22,19,18,18,78,73,65,1017,1015,1013,10,10,10,35,24,,0.00,4,,41<br />
2002-11-29,25,23,22,19,18,18,83,75,65,1017,1015,1014,10,7,4,34,24,,0.00,5,,30<br />
2002-11-30,26,23,22,19,18,18,78,73,61,1017,1015,1014,7,6,6,39,27,,0.00,5,,44<br />
2002-12-1,26,24,23,18,18,17,73,68,57,1018,1016,1014,7,3,1,45,34,,0.00,6,,52<br />
2002-12-2,24,23,22,18,17,16,78,71,65,1018,1016,1014,5,4,3,29,26,,0.00,6,,38<br />
2002-12-3,24,22,21,18,17,15,78,73,68,1017,1015,1014,8,6,4,27,23,,0.00,6,,44<br />
2002-12-4,25,23,22,19,17,16,83,72,61,1017,1015,1014,10,9,6,34,19,,0.00,7,,55<br />
2002-12-5,26,23,21,19,18,17,88,75,61,1016,1014,1012,10,10,9,21,11,,0.00,6,,49<br />
2002-12-6,27,23,20,19,18,14,88,74,45,1015,1013,1012,10,10,10,24,14,,0.00,4,Thunderstorm,54<br />
2002-12-7,26,23,21,19,18,17,88,74,57,1015,1014,1012,10,10,10,21,16,,0.00,3,,42<br />
2002-12-8,25,23,21,17,17,17,78,71,61,1017,1015,1014,10,10,10,27,19,,0.00,5,,42<br />
2002-12-9,25,23,21,17,17,16,78,73,61,1019,1017,1016,10,10,10,29,23,,0.00,3,,43<br />
2002-12-10,25,23,21,17,16,16,78,69,57,1027,1018,1016,10,10,10,26,21,,0.00,2,,43<br />
2002-12-11,24,21,19,17,16,16,83,73,61,1018,1017,1015,10,10,10,21,13,,0.00,2,,51<br />
2002-12-12,26,22,18,18,17,16,94,76,57,1018,1016,1013,10,10,10,11,6,,0.00,2,,17<br />
2002-12-13,26,22,19,19,18,17,94,77,57,1019,1017,1016,10,10,10,24,8,,0.00,3,,59<br />
2002-12-14,27,23,21,21,20,19,94,83,61,1019,1017,1016,10,10,10,26,16,,0.00,1,,56<br />
2002-12-15,29,26,22,22,20,17,100,78,48,1017,1015,1014,10,10,10,26,18,,0.00,2,,45<br />
2002-12-16,30,25,20,22,18,11,100,70,35,1016,1014,1012,,,,23,16,,0.00,4,,29<br />
2002-12-17,30,26,21,21,19,13,94,76,35,1015,1013,1012,10,10,9,21,14,,0.00,5,,33<br />
2002-12-18,26,23,21,21,19,18,100,82,65,1015,1014,1013,10,10,10,24,19,,0.00,3,,25<br />
2002-12-19,26,23,21,19,18,18,83,74,65,1017,1016,1014,10,10,10,27,19,,0.00,4,,38<br />
2002-12-20,25,23,21,19,18,18,83,75,65,1018,1016,1015,10,10,10,27,23,,0.00,3,,36<br />
2002-12-21,26,22,19,18,18,17,94,78,61,1018,1016,1015,10,10,10,26,18,,0.00,2,,13<br />
2002-12-22,28,23,19,17,17,16,83,72,48,1017,1016,1015,10,10,10,27,16,,0.00,3,,24<br />
2002-12-23,25,22,20,19,18,17,83,76,65,1018,1017,1015,10,10,10,35,24,,0.00,2,,33<br />
2002-12-24,27,23,21,20,19,18,94,78,58,1019,1017,1016,10,10,10,35,23,,0.00,1,,39<br />
2002-12-25,27,23,21,20,18,16,94,72,51,1020,1018,1017,10,10,10,35,23,,0.00,1,,49<br />
2002-12-26,27,23,21,18,17,16,83,70,54,1020,1018,1017,9,8,7,35,26,,0.00,0,,57<br />
2002-12-27,27,23,21,18,16,13,83,62,51,1019,1018,1016,10,9,7,37,26,,0.00,1,,52<br />
2002-12-28,26,23,21,18,16,14,78,65,54,1018,1017,1016,10,10,10,34,24,,0.00,4,,47<br />
2002-12-29,27,23,20,18,17,15,83,73,48,1018,1017,1015,10,10,10,34,23,,0.00,6,,49<br />
2002-12-30,27,23,21,17,16,13,78,63,50,1019,1018,1017,10,10,10,35,24,,0.00,1,,53<br />
2002-12-31,26,22,19,17,16,13,78,67,54,1020,1018,1016,,,,32,21,,0.00,,,54<br />
2003-1-1,26,22,19,18,17,16,88,73,54,1018,1017,1016,,,,27,16,,0.00,,,47<br />
2003-1-2,26,23,20,18,18,15,88,75,51,1018,1016,1015,10,9,9,32,19,,0.00,1,,42<br />
2003-1-3,26,23,20,18,17,14,88,72,47,1017,1016,1014,10,9,5,206,26,,0.00,2,,41<br />
2003-1-4,26,23,21,18,17,16,83,72,54,1018,1017,1015,10,9,8,34,21,,0.00,2,,35<br />
2003-1-5,25,22,20,18,17,17,83,75,61,1018,1017,1015,10,9,8,37,24,,0.00,2,,34<br />
2003-1-6,24,22,20,18,16,15,78,72,61,1019,1017,1016,10,10,9,35,27,,0.00,2,,33<br />
2003-1-7,25,22,19,17,16,15,83,69,61,1019,1018,1016,10,10,10,35,26,,0.00,2,,45<br />
2003-1-8,25,22,19,17,15,14,73,66,57,1020,1018,1017,10,10,10,39,29,,0.00,3,,50<br />
2003-1-9,24,22,21,17,16,14,73,65,61,1021,1019,1018,10,10,10,39,31,,0.00,4,,48<br />
2003-1-10,23,22,21,15,14,13,68,61,57,1020,1018,1016,10,10,10,39,31,,0.00,5,,46<br />
2003-1-11,23,21,20,14,14,12,64,61,56,1019,1017,1015,10,10,10,35,29,,0.00,6,,50<br />
2003-1-12,24,21,19,14,13,12,68,60,53,1018,1016,1015,10,10,10,27,24,,0.00,4,,48<br />
2003-1-13,24,21,19,14,13,11,68,59,47,1019,1016,1008,10,10,10,29,16,,0.00,3,,39<br />
2003-1-14,24,21,19,14,13,12,68,60,50,1019,1017,1016,10,10,10,32,21,,0.00,2,,40<br />
2003-1-15,24,22,20,13,12,9,60,54,49,1022,1020,1018,10,10,10,40,31,,0.00,4,,49<br />
2003-1-16,23,21,19,14,11,9,64,54,50,1022,1020,1019,10,10,10,39,32,,0.00,5,,46<br />
2003-1-17,24,21,19,11,10,9,60,51,41,1021,1020,1018,10,8,6,48,39,,0.00,3,,48<br />
2003-1-18,23,20,18,12,11,8,60,54,47,1021,1020,1019,10,9,6,42,39,,0.00,3,,46<br />
2003-1-19,23,20,18,13,12,11,68,60,50,1020,1019,1017,9,5,3,40,35,,0.00,1,,43<br />
2003-1-20,24,21,19,14,13,11,68,61,53,1019,1018,1017,7,5,3,37,34,,0.00,1,,46<br />
2003-1-21,24,21,19,17,16,14,83,69,57,1018,1017,1015,9,8,7,37,32,,0.00,0,,47<br />
2003-1-22,24,22,20,17,16,13,78,69,53,1018,1017,1016,10,9,8,39,27,,0.00,0,,51<br />
2003-1-23,24,21,19,17,15,13,83,70,53,1020,1018,1017,10,9,9,32,26,,0.00,1,,47<br />
2003-1-24,24,21,19,17,17,15,83,75,65,1019,1017,1015,10,10,10,35,26,,0.00,4,,31<br />
2003-1-25,24,21,19,17,16,15,83,75,61,1017,1015,1013,10,10,10,35,31,,0.00,3,,36<br
