VET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-9-1,32,28,25,23,22,21,89,74,59,1011,1009,1008,10,10,10,19,19,,0.00,4,Thunderstorm,40<br />
2001-9-2,30,27,27,22,22,21,74,67,62,1011,1011,1011,,,,,,,0.00,3,,-1<br />
2001-9-3,31,30,29,24,22,20,66,60,58,1011,1008,1006,,,,,,,0.00,4,,-1<br />
2001-9-4,31,26,22,21,21,20,94,68,55,1006,1006,1005,,,,,,,0.00,2,,-1<br />
2001-9-5,31,27,23,24,22,18,94,69,54,1012,1009,1006,10,10,10,,,,0.00,3,,-1<br />
2001-9-6,32,27,22,23,22,21,100,74,58,1013,1011,1008,10,10,10,,,,0.00,2,,-1<br />
2001-9-7,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2001-9-8,30,29,26,21,19,17,62,59,57,1008,1007,1005,10,10,10,19,18,,0.00,2,,13<br />
2001-9-9,30,26,21,23,21,18,94,74,62,1012,1008,1004,10,10,10,14,8,,0.00,2,,335<br />
2001-9-10,30,28,25,22,22,21,78,70,62,1011,1009,1007,10,10,10,16,10,,0.00,5,,4<br />
2001-9-11,31,24,21,24,22,20,94,76,55,1009,1009,1008,10,10,10,6,5,,0.00,2,,150<br />
2001-9-12,27,23,21,23,21,19,94,80,69,1010,1008,1005,10,10,10,11,8,,0.00,4,,28<br />
2001-9-13,22,22,22,20,20,20,88,88,88,1009,1009,1008,10,9,9,21,14,,0.00,7,,170<br />
2001-9-14,24,,24,22,22,22,89,89,89,1011,1011,1011,10,10,10,8,8,,0.00,3,,90<br />
2001-9-15,29,24,21,24,21,19,89,75,62,1012,1010,1008,10,10,10,16,11,,0.00,5,Rain,327<br />
2001-9-16,28,26,26,22,21,19,74,70,65,1013,1011,1008,10,10,10,19,10,,0.00,6,,300<br />
2001-9-17,30,29,24,25,21,18,79,67,48,1012,1010,1008,10,10,10,19,10,,0.00,3,,196<br />
2001-9-18,30,26,22,21,21,20,88,65,55,1011,1009,1006,10,10,10,21,10,,0.00,2,,324<br />
2001-9-19,29,24,21,21,20,19,88,78,58,1011,1010,1008,10,10,9,11,8,,0.00,4,,145<br />
2001-9-20,27,24,24,21,21,21,83,76,70,1016,1014,1011,10,10,10,8,6,,0.00,1,,160<br />
2001-9-21,28,27,24,22,21,19,83,73,61,1008,1007,1007,10,10,10,8,6,,0.00,4,Thunderstorm,30<br />
2001-9-22,29,24,20,22,20,19,94,73,61,1010,1007,1005,10,10,10,16,8,,0.00,3,,59<br />
2001-9-23,29,24,20,20,19,19,94,74,58,1011,1009,1006,10,10,10,13,6,,0.00,2,,186<br />
2001-9-24,29,24,20,23,21,19,94,77,62,1012,1010,1009,10,10,10,11,6,,0.00,3,,312<br />
2001-9-25,29,27,25,20,19,19,69,62,55,1012,1010,1007,10,10,10,11,8,,0.00,4,,38<br />
2001-9-26,30,25,20,21,20,19,94,68,51,1011,1008,1005,10,10,10,16,8,,0.00,3,,8<br />
2001-9-27,30,26,21,22,21,20,94,72,55,1011,1007,1004,10,10,9,16,8,,0.00,4,,356<br />
2001-9-28,29,26,22,26,21,18,94,71,51,1014,1008,1004,10,10,10,19,10,,0.00,3,,61<br />
2001-9-29,31,26,20,21,21,20,100,67,52,1012,1009,1007,10,10,10,19,11,,0.00,3,,106<br />
2001-9-30,30,26,21,24,21,19,89,79,58,1012,1010,1009,10,10,10,14,10,,0.00,4,,100<br />
2001-10-1,31,26,22,22,21,20,89,69,55,1012,1009,1007,10,10,10,19,10,,0.00,3,,120<br />
2001-10-2,31,26,21,25,22,19,88,81,70,1013,1010,1009,10,10,10,8,6,,0.00,4,,91<br />
2001-10-3,30,25,20,22,21,18,94,75,58,1014,1011,1009,10,10,10,11,8,,0.00,3,Thunderstorm,78<br />
2001-10-4,30,28,26,21,19,18,74,59,48,1014,1010,1008,10,10,9,16,13,,0.00,3,,353<br />
2001-10-5,32,26,21,22,21,20,94,81,55,1011,1009,1007,10,10,10,23,10,,0.00,3,,0<br />
2001-10-6,31,26,21,23,20,19,89,67,51,1013,1009,1007,10,10,10,19,8,,0.00,5,,327<br />
2001-10-7,30,26,21,22,21,20,94,74,55,1011,1009,1007,10,10,10,19,8,,0.00,4,,109<br />
2001-10-8,28,24,21,22,21,19,88,76,66,1011,1009,1006,10,10,10,14,6,,0.00,5,,143<br />
2001-10-9,29,24,22,22,21,20,88,73,62,1010,1008,1006,10,10,10,11,6,,0.00,3,,162<br />
2001-10-10,30,28,26,21,19,16,65,58,48,1010,1007,1005,10,10,10,13,8,,0.00,4,,49<br />
2001-10-11,30,29,28,21,20,18,66,58,48,1009,1007,1006,10,10,10,19,16,,0.00,2,Thunderstorm,338<br />
2001-10-12,30,26,21,23,22,20,94,80,62,1009,1008,1007,10,10,9,19,10,,0.00,5,Thunderstorm,54<br />
2001-10-13,31,28,25,21,19,17,74,60,55,1015,1006,1002,10,10,10,19,13,,0.00,4,,8<br />
2001-10-14,33,29,24,21,19,17,69,57,38,1009,1005,1001,10,10,10,19,13,,0.00,3,,132<br />
2001-10-15,30,23,23,21,20,19,88,70,51,1009,1007,1005,10,10,10,6,6,,0.00,4,,55<br />
2001-10-16,30,28,27,22,21,20,70,64,58,1008,1006,1003,10,10,10,14,8,,0.00,1,,351<br />
2001-10-17,30,26,22,26,22,20,88,71,58,1011,1007,1004,10,10,10,23,13,,0.00,3,,25<br />
2001-10-18,29,26,22,22,18,11,88,66,37,1008,1006,1005,10,10,10,13,8,,0.00,4,,139<br />
2001-10-19,29,24,21,23,21,20,94,74,58,1008,1007,1006,10,10,10,11,8,,0.00,5,,143<br />
2001-10-20,31,26,21,21,21,19,88,66,55,1009,1007,1005,10,10,10,19,8,,0.00,2,,5<br />
2001-10-21,31,29,28,21,20,19,62,59,49,1010,1008,1006,10,10,10,13,10,,0.00,3,,6<br />
2001-10-22,30,26,21,23,21,19,94,79,55,1010,1007,1005,10,10,10,19,11,,0.00,5,Thunderstorm,107<br />
2001-10-23,34,28,22,22,21,20,94,74,44,1009,1008,1005,10,10,10,13,8,,0.00,3,Thunderstorm,44<br />
2001-10-24,29,24,21,21,20,20,94,75,58,1011,1009,1006,10,10,9,10,6,,0.00,4,,103<br />
2001-10-25,30,27,24,21,20,20,83,65,55,1013,1011,1009,10,10,10,16,10,,0.00,2,,180<br />
2001-10-26,30,24,21,21,20,19,88,70,55,1018,1013,1010,10,10,10,11,6,,0.00,3,,39<br />
2001-10-27,30,28,27,21,20,18,70,60,48,1010,1008,1006,10,10,10,13,11,,0.00,3,,340<br />
2001-10-28,30,29,28,26,22,20,84,67,58,1010,1008,1006,10,10,10,13,8,,0.00,3,,80<br />
2001-10-29,29,24,20,21,20,19,94,74,58,1010,1008,1006,10,10,10,10,6,,0.00,2,,98<br />
2001-10-30,30,26,22,21,20,19,88,71,55,1010,1008,1005,10,10,10,14,8,,0.00,3,,96<br />
2001-10-31,30,26,21,21,20,19,88,76,55,1010,1007,1005,10,10,10,13,6,,0.00,3,,101<br />
2001-11-1,30,26,22,21,20,19,88,67,51,1011,1009,1005,10,10,10,19,10,,0.00,2,,108<br />
2001-11-2,31,27,24,21,20,18,69,63,55,1008,1007,1005,10,10,10,16,10,,0.00,2,,352<br />
2001-11-3,31,27,24,23,22,21,89,65,55,1010,1007,1005,10,10,10,19,10,,0.00,2,,342<br />
2001-11-4,31,27,23,22,21,17,94,64,55,1010,1006,1001,10,10,10,14,6,,0.00,2,,57<br />
2001-11-5,33,29,25,22,22,20,83,62,46,1009,1007,1004,10,10,10,13,8,,0.00,2,,181<br />
2001-11-6,33,28,24,23,22,18,89,64,41,1009,1008,1006,10,10,10,21,10,,0.00,2,,7<br />
2001-11-7,31,28,25,22,21,18,83,63,52,1017,1009,1004,10,10,10,16,8,,0.00,3,,96<br />
2001-11-8,28,24,22,23,21,17,94,74,57,1015,1009,1004,10,10,10,10,6,,0.00,4,Rain,18<br />
2001-11-9,30,26,21,21,19,18,94,67,51,1012,1009,1004,10,10,10,16,8,,0.00,2,,51<br />
2001-11-10,30,26,21,22,20,18,94,67,51,1012,1008,1003,10,10,10,55,13,,0.00,3,,22<br />
2001-11-11,29,26,22,23,20,17,94,67,55,1011,1008,1004,10,10,10,19,8,,0.00,2,,352<br />
2001-11-12,30,26,21,22,19,15,94,65,48,1011,1007,1002,10,10,10,14,8,,0.00,1,,23<br />
2001-11-13,30,26,21,21,19,16,94,66,55,1011,1008,1002,10,10,10,19,8,,0.00,3,,2<br />
2001-11-14,29,26,22,21,20,19,88,75,58,1010,1007,1003,10,10,10,10,5,,0.00,5,,77<br />
2001-11-15,29,24,20,20,19,19,94,69,58,1011,1007,1005,10,10,10,14,10,,0.00,4,,351<br />
2001-11-16,30,26,21,20,19,17,94,66,51,1011,1008,1007,10,10,10,21,10,,0.00,3,,12<br />
2001-11-17,28,27,25,21,19,17,74,64,57,1011,1008,1007,10,10,10,21,8,,0.00,2,,39<br />
2001-11-18,28,24,20,21,19,18,94,73,58,1010,1008,1005,10,10,10,14,8,,0.00,2,,170<br />
2001-11-19,35,24,20,26,21,19,94,77,59,1011,1009,1007,10,10,10,16,8,,0.00,3,,181<br />
2001-11-20,32,29,26,26,24,20,89,71,55,1010,1008,1006,10,10,10,13,10,,0.00,4,,28<br />
2001-11-21,33,31,29,24,23,21,74,63,52,1009,1007,1005,10,10,9,23,8,,0.00,3,,6<br />
2001-11-22,34,29,25,25,24,23,94,73,56,1011,1009,1006,10,10,10,14,6,,0.00,3,,62<br />
2001-11-23,33,28,25,24,24,23,94,74,55,1010,1009,1008,10,10,10,40,13,,0.00,3,,34<br />
2001-11-24,33,29,25,24,23,23,89,68,59,1008,1006,1003,10,10,10,24,13,,0.00,2,,25<br />
2001-11-25,34,29,25,24,23,23,89,63,52,1008,1007,1004,10,10,10,23,8,,0.00,5,,51<br />
2001-11-26,34,29,24,24,17,-22,94,61,4,1008,1006,1004,10,10,10,23,8,,0.00,2,,32<br />
2001-11-27,33,31,28,24,23,22,79,64,55,1009,1008,1005,10,10,10,21,11,,0.00,2,,20<br />
2001-11-28,32,29,27,26,24,22,79,69,62,1011,1009,1007,10,10,10,24,13,,0.00,2,,10<br />
2001-11-29,33,30,27,28,22,20,84,64,46,1011,1009,1007,10,10,10,19,14,,0.00,3,,14<br />
2001-11-30,33,28,23,25,22,20,94,70,52,1010,1008,1006,10,10,10,21,13,,0.00,2,,12<br />
2001-12-1,34,29,24,24,23,23,94,65,52,1010,1007,1005,10,10,10,13,8,,0.00,1,,172<br />
2001-12-2,33,28,23,25,23,21,94,71,55,1009,1008,1006,10,10,10,23,8,,0.00,3,,96<br />
2001-12-3,34,29,24,27,24,23,94,73,59,1009,1007,1005,10,9,0,19,8,,0.00,5,,28<br />
2001-12-4,33,29,25,26,24,23,94,74,59,1015,1008,1005,10,10,10,19,8,,0.00,4,,51<br />
2001-12-5,34,29,25,24,24,22,94,73,56,1010,1007,1004,10,10,10,14,6,,0.00,4,,113<br />
2001-12-6,33,29,25,24,23,19,94,72,43,1008,1006,1004,10,10,10,177,14,,0.00,4,,49<br />
2001-12-7,34,29,24,24,23,22,100,62,52,1008,1005,1003,10,10,10,19,10,,0.00,2,,54<br />
2001-12-8,34,29,25,25,23,23,89,68,52,1008,1006,1003,10,10,10,19,8,,0.00,2,,66<br />
2001-12-9,33,29,25,24,23,21,94,70,55,1009,1006,1002,10,10,10,16,8,,0.00,3,,40<br />
2001-12-10,33,29,25,25,23,21,89,68,55,1010,1007,1005,10,10,10,14,8,,0.00,2,,327<br />
2001-12-11,33,29,25,26,24,22,89,74,59,1010,1007,1003,10,10,10,16,6,,0.00,4,,23<br />
2001-12-12,33,28,24,25,24,22,100,69,52,1010,1007,1004,10,10,10,19,10,,0.00,4,,22<br />
2001-12-13,31,27,24,23,23,22,94,70,62,1008,1005,1003,10,10,10,14,6,,0.00,3,,31<br />
2001-12-14,33,28,24,24,23,20,83,65,59,1012,1005,1001,10,10,10,23,10,,0.00,2,,39<br />
2001-12-15,32,28,24,25,23,22,94,72,59,1008,1006,1004,10,10,10,16,6,,0.00,3,,25<br />
2001-12-16,32,28,24,26,23,22,94,79,59,1009,1006,1004,10,10,10,74,11,,0.00,5,,110<br />
2001-12-17,32,29,26,25,24,20,89,72,62,1009,1007,1005,10,10,10,19,8,,0.00,4,,336<br />
2001-12-18,33,29,25,26,23,22,94,73,55,1008,1006,1004,10,10,10,19,10,,0.00,3,,50<br />
2001-12-19,33,29,25,24,23,22,94,70,55,1010,1008,1006,10,10,10,148,18,,0.00,2,,130<br />
2001-12-20,33,29,26,25,24,22,89,71,52,1011,1010,1007,10,10,10,16,8,,0.00,4,,18<br />
2001-12-21,32,29,26,26,24,23,94,77,62,1011,1009,1007,10,10,10,19,6,,0.00,5,Thunderstorm,344<br />
2001-12-22,32,28,25,25,24,23,94,71,62,1011,1007,1004,10,10,10,14,10,,0.00,3,,356<br />
2001-12-23,32,28,24,27,23,22,94,68,55,1011,1009,1007,10,10,10,16,8,,0.00,2,,347<br />
2001-12-24,32,28,24,24,23,21,94,66,52,1011,1008,1006,10,10,10,21,8,,0.00,4,,343<br />
2001-12-25,34,29,25,24,23,22,89,64,49,1011,1009,1007,10,10,10,19,8,,0.00,2,,150<br />
2001-12-26,32,28,25,25,24,22,94,75,58,1012,1009,1007,10,10,10,19,11,,0.00,3,,22<br />
2001-12-27,33,28,24,25,22,3,94,68,15,1011,1010,1007,10,10,10,148,14,,0.00,3,,36<br />
2001-12-28,33,29,25,24,23,22,89,71,59,1011,1009,1008,10,10,10,16,8,,0.00,3,,43<br />
2001-12-29,32,29,27,22,22,22,74,64,55,1013,1012,1010,10,10,10,11,6,,0.00,1,,122<br />
2001-12-30,34,31,28,22,21,20,66,55,44,1013,1011,1008,10,10,10,16,8,,0.00,1,,55<br />
2001-12-31,32,26,23,22,22,22,94,72,55,1013,1012,1011,10,10,10,10,6,,0.00,1,,125<br />
2002-1-1,31,29,28,24,23,22,70,66,62,1012,1011,1008,10,10,10,16,6,,0.00,2,,193<br />
2002-1-2,33,28,24,24,23,22,94,71,55,1013,1011,1009,10,10,10,19,8,,0.00,3,,23<br />
2002-1-3,31,27,24,26,24,23,94,79,62,1014,1011,1009,10,10,10,11,8,,0.00,3,,340<br />
2002-1-4,32,28,24,25,24,22,94,79,59,1014,1011,1009,10,10,10,19,6,,0.00,4,,80<br />
2002-1-5,34,29,25,23,22,20,89,60,46,1014,1011,1008,10,10,10,23,11,,0.00,2,,180<br />
2002-1-6,33,29,26,25,22,21,89,64,49,1013,1009,1006,10,10,10,23,8,,0.00,2,,360<br />
2002-1-7,33,27,22,22,21,19,100,64,49,1013,1009,1005,10,10,10,14,8,,0.00,2,,32<br />
2002-1-8,33,28,24,23,22,21,94,67,49,1013,1011,1008,10,10,10,14,5,,0.00,1,,70<br />
2002-1-9,33,28,23,22,21,19,94,63,46,1013,1011,1009,10,10,10,16,8,,0.00,1,,9<br />
2002-1-10,31,26,21,23,21,19,94,69,51,1013,1011,1009,10,10,10,21,8,,0.00,1,,18<br />
2002-1-11,32,27,22,22,20,17,94,64,46,1013,1009,1004,10,10,10,19,8,,0.00,1,,23<br />
2002-1-12,33,29,26,24,22,21,78,62,49,1014,1012,1008,10,10,10,19,8,,0.00,1,,72<br />
2002-1-13,33,28,24,23,22,18,94,63,52,1013,1009,1003,10,10,10,19,10,,0.00,2,,21<br />
2002-1-14,32,28,24,24,23,22,94,73,55,1012,1011,1008,10,10,10,16,11,,0.00,3,,25<br />
2002-1-15,33,29,22,23,22,19,89,70,52,1015,1010,1005,10,10,10,13,5,,0.00,3,,65<br />
2002-1-16,32,27,23,22,19,16,88,58,49,1011,1008,1002,10,10,10,27,11,,0.00,1,,29<br />
2002-1-17,32,27,22,23,21,17,100,64,52,1012,1008,1002,10,10,10,26,13,,0.00,2,,28<br />
2002-1-18,33,28,24,23,22,16,94,68,52,1013,1010,1001,10,10,10,21,6,,0.00,3,,13<br />
2002-1-19,31,27,23,23,22,20,100,66,52,1013,1011,1008,10,10,10,24,8,,0.00,3,,357<br />
2002-1-20,33,27,22,22,21,19,94,64,46,1013,1011,1008,10,10,10,19,8,,0.00,1,,45<br />
2002-1-21,32,27,23,22,19,15,94,62,49,1014,1010,1004,10,10,10,19,8,,0.00,2,,9<br />
2002-1-22,32,27,23,24,22,20,94,69,55,1014,1012,1009,10,10,10,16,8,,0.00,4,,24<br />
2002-1-23,33,28,23,23,19,15,100,59,43,1014,1009,1003,10,10,10,55,11,,0.00,1,,52<br />
2002-1-24,32,26,21,22,18,14,94,53,40,1014,1010,1007,10,10,10,27,11,,0.00,2,,18<br />
2002-1-25,32,27,22,28,23,19,89,78,49,1017,1009,1003,10,10,10,16,8,,0.00,1,,26<br />
2002-1-26,33,27,22,22,19,17,94,61,48,1013,1009,1004,10,10,10,26,11,,0
