SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-8-9,32,28,25,25,24,23,94,85,66,1012,1010,1008,10,9,6,23,3,,0.00,6,Rain-Thunderstorm,266<br />
2002-8-10,32,28,25,25,24,21,94,77,55,1012,1011,1009,10,10,10,21,8,,0.00,6,,206<br />
2002-8-11,32,29,27,26,25,23,94,77,62,1014,1012,1009,10,10,10,23,10,,0.00,6,,177<br />
2002-8-12,29,26,23,26,24,21,100,84,70,1014,1012,1010,10,10,4,21,11,,0.00,6,Rain,171<br />
2002-8-13,32,27,23,26,24,22,100,79,58,1013,1011,1009,10,10,3,24,3,47,0.00,6,Rain,211<br />
2002-8-14,32,29,27,26,25,24,89,76,62,1012,1010,1007,10,10,10,23,10,,0.00,5,,179<br />
2002-8-15,32,29,27,24,23,20,84,70,49,1011,1009,1007,10,10,10,29,14,,0.00,6,,178<br />
2002-8-16,32,29,26,25,23,22,89,72,58,1010,1009,1007,10,10,9,24,10,,0.00,6,,178<br />
2002-8-17,32,29,27,25,24,22,89,73,59,1010,1009,1007,10,10,10,138,14,,0.00,6,,177<br />
2002-8-18,32,29,27,25,24,22,89,74,58,1011,1009,1007,10,10,10,24,13,,0.00,6,Rain,174<br />
2002-8-19,32,29,26,26,24,22,94,78,55,1012,1009,1007,10,10,4,24,13,,0.00,6,Rain,167<br />
2002-8-20,30,29,28,26,24,23,89,78,66,1012,1009,1008,10,10,10,26,14,,0.00,6,Rain,169<br />
2002-8-21,32,29,27,26,24,24,89,77,62,1011,1009,1007,10,10,10,26,16,,0.00,6,Rain,132<br />
2002-8-22,33,30,28,26,24,2,89,77,16,1011,1009,1007,10,9,6,26,13,,0.00,6,Rain-Thunderstorm,111<br />
2002-8-23,33,29,26,26,24,2,94,76,17,1012,1010,1008,10,9,7,32,13,,0.00,6,,124<br />
2002-8-24,32,29,26,26,24,24,94,82,62,1013,1012,1010,10,9,7,21,5,,0.00,6,Rain-Thunderstorm,182<br />
2002-8-25,33,29,26,26,25,23,100,82,59,1012,1010,1008,10,9,8,29,5,,0.00,6,Rain-Thunderstorm,96<br />
2002-8-26,31,29,27,26,23,2,89,75,16,1012,1010,1008,10,10,8,26,6,,0.00,6,Thunderstorm,148<br />
2002-8-27,31,28,26,25,24,23,94,80,66,1012,1010,1008,10,10,9,16,5,,0.00,6,Rain-Thunderstorm,210<br />
2002-8-28,31,27,24,25,24,2,94,80,22,1013,1010,1009,10,9,5,21,5,,0.00,6,Rain-Thunderstorm,177<br />
2002-8-29,33,29,26,26,24,22,100,81,52,1013,1011,1009,10,9,7,24,5,,0.00,5,Rain,106<br />
2002-8-30,29,27,26,26,24,2,100,83,19,1012,1010,1008,10,9,4,14,8,,0.00,6,Rain,116<br />
2002-8-31,28,26,24,25,24,22,100,87,74,1013,1010,1008,10,9,6,19,5,,0.00,6,Rain-Thunderstorm,229<br />
2002-9-1,31,28,26,26,25,23,94,84,62,1013,1010,1008,10,10,10,21,5,,0.00,6,,148<br />
2002-9-2,31,29,27,26,25,23,89,82,74,1013,1011,1009,10,10,6,24,10,,0.00,5,Rain-Thunderstorm,142<br />
2002-9-3,32,29,26,26,25,23,100,81,59,1013,1011,1008,10,10,9,24,5,,0.00,6,Thunderstorm,148<br />
2002-9-4,30,27,24,26,24,22,94,83,66,1012,1010,1008,10,9,3,23,8,40,0.00,6,Rain,195<br />
2002-9-5,33,30,27,26,24,21,89,74,49,1012,1010,1007,10,10,10,21,6,,0.00,5,,200<br />
2002-9-6,32,29,27,26,25,23,94,79,62,1011,1009,1007,10,10,10,24,11,,0.00,6,Thunderstorm,125<br />
2002-9-7,32,29,26,26,25,22,94,80,55,1011,1009,1007,10,9,5,21,10,,0.00,5,Rain-Thunderstorm,155<br />
2002-9-8,26,24,24,25,24,24,100,95,89,1012,1010,1008,10,8,4,13,3,,0.00,6,Rain-Thunderstorm,260<br />
2002-9-9,32,28,24,25,24,22,100,81,55,1012,1010,1008,10,9,7,23,5,,0.00,6,,182<br />
2002-9-10,29,27,24,26,24,23,100,87,74,1012,1010,1008,10,9,2,24,6,,0.00,6,Rain-Thunderstorm,207<br />
2002-9-11,31,26,22,25,23,22,100,83,66,1013,1011,1009,10,9,3,23,3,,0.00,6,Rain-Thunderstorm,220<br />
2002-9-12,33,29,25,26,25,23,100,81,59,1012,1011,1009,10,10,10,19,8,,0.00,6,,127<br />
2002-9-13,32,28,25,26,24,22,94,83,55,1014,1012,1011,10,9,3,26,11,,0.00,6,Rain-Thunderstorm,108<br />
2002-9-14,32,28,24,26,23,2,100,79,17,1014,1012,1010,10,9,6,23,3,,0.00,6,,203<br />
2002-9-15,33,29,26,26,24,22,94,78,58,1014,1012,1010,10,8,5,24,6,,0.00,6,,160<br />
2002-9-16,32,29,27,26,25,23,94,78,59,1014,1012,1010,10,7,4,16,8,,0.00,6,,177<br />
2002-9-17,32,29,26,25,24,22,89,76,58,1014,1011,1008,10,9,7,21,6,,0.00,6,,178<br />
2002-9-18,31,27,23,26,24,22,100,81,70,1015,1012,1009,10,8,2,23,10,40,0.00,6,Rain-Thunderstorm,179<br />
2002-9-19,33,30,27,26,24,22,89,77,58,1013,1011,1008,10,10,10,23,8,,0.00,6,,162<br />
2002-9-20,32,29,27,26,24,23,84,78,62,1012,1011,1008,10,8,4,16,10,,0.00,5,,161<br />
2002-9-21,31,29,27,26,25,23,94,83,70,1012,1010,1008,10,8,5,23,5,,0.00,6,,165<br />
2002-9-22,33,30,27,26,24,21,89,76,49,1012,1010,1007,10,9,8,23,8,,0.00,6,,172<br />
2002-9-23,31,28,26,26,24,23,94,83,66,1012,1010,1009,10,9,5,29,3,,0.00,6,Thunderstorm,179<br />
2002-9-24,31,28,26,26,25,22,100,84,66,1012,1010,1008,10,9,4,24,5,,0.00,6,Rain,175<br />
2002-9-25,32,28,25,26,25,22,100,83,62,1012,1010,1009,10,6,1,26,6,,0.00,6,Rain-Thunderstorm,134<br />
2002-9-26,32,28,25,26,25,23,100,81,62,1012,1010,1008,10,8,4,24,8,,0.00,6,,68<br />
2002-9-27,28,26,24,26,24,2,100,91,24,1013,1011,1009,10,8,1,24,3,,0.00,6,Rain-Thunderstorm,186<br />
2002-9-28,31,28,25,25,24,21,100,81,55,1013,1011,1009,10,9,5,14,5,,0.00,6,,222<br />
2002-9-29,31,28,26,25,24,23,94,86,66,1013,1011,1010,10,9,4,16,2,,0.00,6,Rain-Thunderstorm,289<br />
2002-9-30,32,28,25,26,24,23,100,80,59,1012,1010,1008,10,8,3,16,3,,0.00,6,,140<br />
2002-10-1,33,29,26,26,24,21,94,75,49,1012,1010,1008,10,10,10,23,10,,0.00,6,,108<br />
2002-10-2,33,29,26,26,24,22,94,78,59,1011,1009,1007,10,9,5,21,6,,0.00,6,,119<br />
2002-10-3,32,29,26,26,25,22,94,81,55,1011,1009,1007,10,8,6,16,6,,0.00,6,,167<br />
2002-10-4,33,29,26,26,25,23,100,82,55,1011,1009,1006,10,6,5,26,5,,0.00,6,,140<br />
2002-10-5,33,30,27,26,25,23,94,78,55,1011,1009,1006,10,10,8,14,10,,0.00,5,,164<br />
2002-10-6,31,28,26,26,25,23,100,83,66,1011,1009,1007,10,9,5,14,8,,0.00,6,Rain-Thunderstorm,146<br />
2002-10-7,32,29,26,26,25,22,100,81,55,1012,1010,1008,10,7,3,24,3,,0.00,6,Thunderstorm,160<br />
2002-10-8,33,29,26,26,25,22,100,81,55,1012,1010,1008,10,8,3,26,3,,0.00,6,,105<br />
2002-10-9,33,29,26,26,24,22,100,77,52,1013,1010,1008,10,9,5,21,5,,0.00,6,,126<br />
2002-10-10,33,30,27,25,25,24,89,77,59,1013,1011,1009,10,10,10,27,10,,0.00,6,,105<br />
2002-10-11,33,30,28,26,25,23,89,76,59,1012,1010,1007,10,10,10,14,8,,0.00,6,,136<br />
2002-10-12,33,30,27,26,25,24,94,78,59,1012,1009,1007,10,8,5,13,5,,0.00,6,,217<br />
2002-10-13,33,30,27,26,25,23,94,76,59,1011,1009,1007,10,7,3,14,5,,0.00,6,,161<br />
2002-10-14,31,29,27,26,25,23,94,83,66,1012,1010,1008,9,6,4,16,2,,0.00,5,Thunderstorm,90<br />
2002-10-15,31,29,27,26,24,2,94,80,17,1013,1011,1009,8,6,4,24,5,,0.00,6,Thunderstorm,152<br />
2002-10-16,32,29,27,26,25,22,94,79,55,1013,1010,1008,10,9,7,21,6,,0.00,6,,118<br />
2002-10-17,33,29,26,27,25,23,100,86,59,1013,1010,1008,10,9,4,21,3,,0.00,6,Rain-Thunderstorm,53<br />
2002-10-18,32,29,26,26,25,23,94,82,62,1012,1009,1007,10,7,4,16,3,,0.00,6,,245<br />
2002-10-19,34,29,25,26,24,20,100,75,44,1011,1009,1007,10,8,3,27,5,,0.00,6,,128<br />
2002-10-20,33,29,26,26,24,2,94,81,15,1012,1010,1008,10,9,4,27,6,,0.00,5,Rain-Thunderstorm,147<br />
2002-10-21,33,29,26,26,24,22,94,83,52,1012,1010,1009,10,10,8,23,3,,0.00,6,Thunderstorm,89<br />
2002-10-22,33,29,25,25,24,23,94,78,59,1013,1010,1008,10,8,6,13,3,,0.00,6,Thunderstorm,275<br />
2002-10-23,34,30,26,26,24,20,94,75,46,1011,1009,1007,10,7,3,16,3,,0.00,6,,258<br />
2002-10-24,32,29,26,26,24,2,94,81,17,1010,1009,1007,9,6,5,11,2,,0.00,5,Rain-Thunderstorm,340<br />
2002-10-25,32,29,26,26,24,23,94,83,62,1011,1010,1008,10,7,2,13,3,,0.00,6,Rain-Thunderstorm,311<br />
2002-10-26,33,29,26,26,25,23,100,84,59,1011,1009,1007,9,5,2,27,3,,0.00,5,,131<br />
2002-10-27,31,28,25,26,25,23,100,90,70,1011,1009,1007,10,7,4,35,2,,0.00,6,Rain-Thunderstorm,1<br />
2002-10-28,33,29,25,26,24,22,100,81,55,1012,1009,1006,10,9,6,14,3,,0.00,6,,47<br />
2002-10-29,34,30,26,25,24,20,94,77,44,1011,1009,1006,10,9,5,23,3,,0.00,5,,40<br />
2002-10-30,33,29,26,26,23,2,94,76,16,1012,1009,1007,10,9,6,13,2,,0.00,6,Rain-Thunderstorm,34<br />
2002-10-31,34,30,26,26,24,22,94,76,49,1011,1009,1007,10,9,5,26,3,,0.00,6,,73<br />
2002-11-1,33,29,26,26,25,24,100,76,59,1012,1010,1007,10,10,10,21,5,,0.00,6,,73<br />
2002-11-2,33,29,25,26,24,2,100,87,22,1012,1010,1009,10,8,1,24,3,,0.00,6,Rain-Thunderstorm,319<br />
2002-11-3,32,28,25,26,24,23,100,85,62,1012,1010,1008,10,9,4,24,3,,0.00,5,Rain,61<br />
2002-11-4,32,28,25,26,24,2,100,87,21,1011,1009,1007,10,8,1,6,2,,0.00,5,Rain,314<br />
2002-11-5,33,28,24,26,25,24,100,89,59,1010,1009,1007,10,9,1,19,3,,0.00,5,Rain-Thunderstorm,344<br />
2002-11-6,31,27,24,26,25,24,100,89,70,1011,1009,1007,10,9,1,13,2,,0.00,5,Rain-Thunderstorm,304<br />
2002-11-7,33,29,25,26,25,24,100,83,62,1011,1009,1006,10,10,7,13,3,,0.00,5,Rain-Thunderstorm,33<br />
2002-11-8,32,29,26,26,25,23,100,83,66,1011,1010,1007,10,9,4,19,5,,0.00,6,Rain-Thunderstorm,17<br />
2002-11-9,33,30,27,26,25,22,94,79,58,1011,1009,1006,10,10,10,19,6,,0.00,5,,45<br />
2002-11-10,31,27,24,26,24,2,100,88,20,1011,1010,1008,10,9,1,13,3,,0.00,6,Rain-Thunderstorm,294<br />
2002-11-11,33,28,24,26,25,24,100,84,59,1011,1010,1008,10,10,6,14,2,,0.00,6,Thunderstorm,202<br />
2002-11-12,32,29,26,27,26,24,100,83,62,1011,1009,1006,10,10,7,19,3,,0.00,6,Rain,46<br />
2002-11-13,32,28,25,27,26,24,100,87,62,1010,1008,1006,10,9,2,14,3,,0.00,6,Rain-Thunderstorm,341<br />
2002-11-14,32,28,25,26,24,2,100,86,19,1010,1008,1005,10,9,5,14,2,,0.00,6,Rain-Thunderstorm,299<br />
2002-11-15,33,29,25,26,25,2,100,85,18,1010,1008,1007,10,9,7,21,3,,0.00,6,Thunderstorm,9<br />
2002-11-16,32,29,26,26,25,24,100,83,66,1010,1009,1006,10,9,7,13,3,,0.00,6,,268<br />
2002-11-17,31,28,26,26,25,2,100,84,19,1011,1009,1007,10,9,4,19,5,,0.00,6,Rain,354<br />
2002-11-18,32,28,25,27,24,2,100,87,20,1010,1008,1005,10,8,1,23,5,,0.00,5,Rain-Thunderstorm,286<br />
2002-11-19,28,27,25,25,24,2,100,92,21,1010,1008,1006,10,9,5,19,3,,0.00,5,Rain-Thunderstorm,267<br />
2002-11-20,31,27,24,25,24,23,100,85,66,1010,1008,1006,10,10,4,8,2,,0.00,6,Rain,271<br />
2002-11-21,30,28,25,25,23,2,94,80,22,1011,1009,1007,10,10,5,23,8,,0.00,6,Rain,207<br />
2002-11-22,28,27,25,25,24,24,100,88,79,1011,1009,1008,10,10,5,11,3,,0.00,6,Rain-Thunderstorm,216<br />
2002-11-23,31,28,25,26,25,24,100,88,66,1012,1010,1008,10,9,4,14,2,,0.00,6,Rain-Thunderstorm,84<br />
2002-11-24,31,27,24,26,24,22,94,81,62,1013,1010,1008,10,10,10,14,6,,0.00,6,Rain-Thunderstorm,311<br />
2002-11-25,29,27,24,25,24,23,100,87,74,1013,1011,1009,10,10,7,14,3,,0.00,6,Rain,325<br />
2002-11-26,29,27,25,25,24,23,89,83,74,1014,1012,1010,10,10,10,11,3,,0.00,6,,318<br />
2002-11-27,31,28,25,25,24,23,100,83,66,1013,1011,1010,10,9,6,23,5,,0.00,6,,354<br />
2002-11-28,30,28,25,26,23,2,94,81,18,1015,1012,1010,10,9,5,13,3,,0.00,6,Rain-Thunderstorm,30<br />
2002-11-29,31,28,25,26,25,24,100,90,66,1014,1013,1011,10,9,3,14,2,,0.00,6,Rain-Thunderstorm,15<br />
2002-11-30,31,27,24,26,24,23,100,85,66,1014,1011,1008,10,9,5,13,2,,0.00,5,Rain-Thunderstorm,236<br />
2002-12-1,31,28,26,26,25,23,100,86,74,1013,1010,1007,10,9,5,14,3,,0.00,6,Thunderstorm,186<br />
2002-12-2,32,28,25,26,25,24,100,85,62,1012,1010,1008,10,10,5,16,5,,0.00,5,Rain-Thunderstorm,47<br />
2002-12-3,32,29,26,27,25,24,100,84,66,1013,1010,1008,10,10,5,21,3,,0.00,6,,31<br />
2002-12-4,32,29,26,25,24,23,94,79,59,1012,1010,1008,10,10,10,16,5,,0.00,5,,24<br />
2002-12-5,31,28,26,26,25,24,100,85,70,1012,1010,1008,10,10,7,21,3,,0.00,5,Thunderstorm,38<br />
2002-12-6,32,29,26,26,25,24,94,85,66,1012,1010,1008,10,10,5,21,3,,0.00,6,Rain,33<br />
2002-12-7,32,28,25,26,25,24,100,89,66,1012,1010,1008,10,9,4,19,3,,0.00,6,Rain-Thunderstorm,357<br />
2002-12-8,32,28,25,26,24,2,100,84,19,1012,1011,1008,10,10,9,13,3,,0.00,6,Rain,21<br />
2002-12-9,32,28,25,26,24,2,100,85,18,1013,1011,1010,10,9,4,23,5,,0.00,6,Rain-Thunderstorm,10<br />
2002-12-10,32,28,25,27,25,23,94,84,70,1013,1011,1008,10,10,4,21,8,,0.00,6,Rain,19<br />
2002-12-11,30,28,25,27,25,24,100,91,74,1014,1012,1010,10,10,5,21,3,,0.00,6,Rain-Thunderstorm,357<br />
2002-12-12,29,27,25,26,24,2,100,92,21,1015,1014,1012,10,9,5,19,3,,0.00,6,Rain-Thunderstorm,3<br />
2002-12-13,31,27,24,26,24,24,100,92,70,1015,1013,1011,10,9,3,14,3,,0.00,5,Rain-Thunderstorm,17<br />
2002-12-14,31,28,25,26,25,24,100,93,74,1014,1012,1010,10,9,3,16,3,,0.00,5,Rain,8<br />
2002-12-15,26,24,24,26,25,24,100,97,94,1014,1012,1010,10,9,1,13,2,,0.00,6,Rain-Thunderstorm,351<br />
2002-12-16,30,28,25,27,25,24,100,93,74,1013,1011,1009,10,9,4,27,5,,0.00,5,Rain-Thunderstorm,31<br />
2002-12-17,32,28,25,26,25,24,100,86,62,1012,1010,1008,10,10,3,27,5,,0.00,5,Rain-Thunderstorm,64<br />
2002-12-18,32,28,25,27,26,24,100,88,62,1011,1009,1006,10,9,2,27,3,,0.00,5,Rain,44<br />
2002-12-19,31,28,26,27,26,25,100,87,70,1010,1008,1006,10,10,4,21,3,,0.00,6,Rain,34<br />
2002-12-20,31,28,26,27,26,25,100,91,75,1009,1007,1005,10,9,2,14,2,,0.00,6,Rain-Thunderstorm,11<br />
2002-12-21,31,28,26,27,26,25,100,91,75,1009,1007,1006,10,1
