HKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-8-18,29,27,26,26,24,22,94,79,66,1003,1002,1000,10,9,5,37,24,,0.00,6,Rain,84<br />
2002-8-19,30,28,26,26,24,23,89,80,70,1003,1001,1000,10,9,4,47,31,74,0.00,6,Rain,123<br />
2002-8-20,31,29,27,26,25,24,89,79,66,1010,1006,1002,10,9,6,40,27,61,0.00,5,Rain,133<br />
2002-8-21,32,30,28,25,24,22,84,76,55,1011,1010,1009,10,10,10,23,18,,0.00,3,,113<br />
2002-8-22,32,29,26,25,24,23,89,74,59,1012,1010,1008,10,10,10,16,8,,0.00,1,,23<br />
2002-8-23,33,30,27,25,23,20,79,67,49,1012,1010,1009,10,10,10,24,10,,0.00,2,,227<br />
2002-8-24,33,30,27,24,23,22,84,69,59,1012,1010,1008,10,10,10,24,11,,0.00,1,,238<br />
2002-8-25,33,30,28,25,24,23,84,72,59,1010,1008,1006,10,10,10,26,16,,0.00,2,,245<br />
2002-8-26,34,31,28,26,25,24,84,73,56,1008,1006,1004,10,10,10,27,19,,0.00,2,,229<br />
2002-8-27,34,31,28,26,25,22,89,73,59,1008,1006,1004,10,10,10,32,14,,0.00,3,,241<br />
2002-8-28,34,30,27,26,24,22,79,70,55,1009,1007,1006,10,8,4,29,10,,0.00,3,,300<br />
2002-8-29,35,31,27,24,23,21,79,63,47,1009,1007,1005,10,9,7,23,8,,0.00,1,,275<br />
2002-8-30,34,31,29,26,24,23,84,68,52,1007,1005,1003,9,7,6,16,10,,0.00,1,,251<br />
2002-8-31,34,31,28,25,23,20,79,68,55,1007,1005,1004,8,6,4,27,8,,0.00,2,,227<br />
2002-9-1,34,30,27,25,23,20,74,66,49,1009,1008,1006,9,8,6,23,10,,0.00,1,,213<br />
2002-9-2,33,30,28,25,24,23,79,69,55,1011,1009,1007,10,10,8,19,13,,0.00,2,,226<br />
2002-9-3,32,29,26,25,23,21,84,72,52,1011,1009,1007,10,10,7,26,8,,0.00,3,Rain,91<br />
2002-9-4,32,28,25,23,22,17,89,69,48,1010,1009,1007,10,8,6,19,10,,0.00,2,,162<br />
2002-9-5,34,30,26,24,19,16,79,57,34,1009,1007,1005,10,8,6,16,8,,0.00,3,,211<br />
2002-9-6,33,30,27,25,23,22,79,67,52,1007,1005,1003,8,5,2,21,10,,0.00,3,,299<br />
2002-9-7,33,30,27,21,17,13,62,47,31,1006,1004,1001,9,8,6,27,16,,0.00,1,,14<br />
2002-9-8,31,28,26,20,18,15,62,53,45,1007,1004,1003,10,10,10,26,14,,0.00,2,,9<br />
2002-9-9,32,28,25,23,21,18,74,60,46,1007,1006,1004,10,9,6,14,8,,0.00,3,,197<br />
2002-9-10,32,29,27,26,24,23,89,80,62,1007,1004,1002,10,6,1,24,8,,0.00,5,Rain-Thunderstorm,188<br />
2002-9-11,28,27,25,25,23,22,89,82,74,1005,1002,1001,10,8,3,53,29,76,0.00,6,Rain,76<br />
2002-9-12,28,26,24,25,22,17,89,76,54,1010,1007,1004,10,10,9,42,31,52,0.00,6,Rain,122<br />
2002-9-13,30,28,26,25,24,23,89,81,70,1010,1008,1007,10,10,5,27,16,,0.00,6,Rain,115<br />
2002-9-14,28,27,26,25,24,23,94,86,79,1009,1007,1005,10,9,7,21,11,,0.00,6,Rain-Thunderstorm,107<br />
2002-9-15,27,26,24,25,24,23,100,91,83,1007,1005,1003,10,9,4,23,14,,0.00,6,Rain,107<br />
2002-9-16,28,26,23,25,24,22,100,91,83,1007,1005,1004,10,8,4,32,21,,0.00,6,Rain-Thunderstorm,71<br />
2002-9-17,26,24,23,24,23,22,100,93,89,1011,1008,1006,10,8,4,24,19,,0.00,6,Rain-Thunderstorm,59<br />
2002-9-18,32,28,25,24,23,21,94,72,52,1013,1011,1010,10,10,6,27,19,,0.00,5,Rain,85<br />
2002-9-19,33,30,27,24,22,21,79,68,49,1013,1012,1011,10,10,10,34,23,,0.00,4,,94<br />
2002-9-20,32,29,27,23,22,21,79,66,52,1013,1012,1010,10,10,10,32,24,,0.00,2,,108<br />
2002-9-21,31,29,27,23,23,22,79,71,58,1013,1011,1009,10,10,10,23,16,,0.00,3,Rain,99<br />
2002-9-22,28,26,24,24,23,22,100,80,70,1013,1012,1011,10,10,6,29,16,,0.00,6,Rain,77<br />
2002-9-23,29,27,25,22,21,19,74,68,58,1015,1013,1012,10,7,6,26,16,,0.00,6,,56<br />
2002-9-24,28,26,23,22,21,19,89,74,58,1014,1013,1012,10,8,6,29,21,,0.00,6,Rain,77<br />
2002-9-25,26,24,24,24,22,21,89,83,78,1014,1013,1012,10,10,8,23,18,,0.00,6,Rain,82<br />
2002-9-26,30,28,26,24,23,23,84,79,66,1014,1012,1011,10,10,10,29,23,,0.00,6,,103<br />
2002-9-27,31,28,26,24,23,23,89,74,62,1013,1012,1010,10,10,9,26,19,,0.00,4,Rain,133<br />
2002-9-28,31,29,27,24,23,23,84,77,62,1013,1012,1011,10,10,10,24,14,,0.00,5,Rain,134<br />
2002-9-29,28,27,25,24,23,22,94,79,70,1013,1012,1011,10,9,7,26,16,,0.00,6,Rain,66<br />
2002-9-30,28,27,25,23,22,21,89,74,66,1013,1012,1011,10,9,7,29,16,,0.00,6,Rain,102<br />
2002-10-1,26,24,24,23,22,21,94,83,78,1014,1012,1011,10,9,6,27,8,,0.00,6,Rain,322<br />
2002-10-2,29,27,24,22,21,19,89,74,61,1014,1012,1011,10,9,7,19,8,,0.00,6,,133<br />
2002-10-3,30,28,26,22,21,20,78,69,55,1015,1013,1012,10,9,7,19,14,,0.00,5,,97<br />
2002-10-4,31,28,26,24,23,22,84,73,62,1016,1013,1011,10,8,6,21,14,,0.00,3,,94<br />
2002-10-5,31,28,26,23,22,21,83,71,58,1014,1012,1010,10,9,8,23,14,,0.00,5,,98<br />
2002-10-6,27,26,24,23,16,7,89,58,30,1015,1013,1010,10,9,5,35,14,,0.00,6,Rain-Thunderstorm,31<br />
2002-10-7,26,24,24,12,8,6,44,35,30,1017,1015,1014,10,10,10,37,24,,0.00,6,,55<br />
2002-10-8,29,26,22,11,7,2,47,33,20,1019,1017,1015,10,10,10,37,23,,0.00,6,,41<br />
2002-10-9,27,23,20,12,9,6,52,40,26,1019,1017,1015,,,,32,23,,0.00,,,63<br />
2002-10-10,28,24,21,19,14,10,73,52,37,1018,1016,1013,9,9,8,24,11,,0.00,,,68<br />
2002-10-11,29,26,23,20,18,16,83,64,45,1015,1013,1010,10,8,6,14,8,,0.00,3,,211<br />
2002-10-12,30,28,25,22,21,19,83,68,51,1013,1011,1010,10,10,7,16,11,,0.00,5,,59<br />
2002-10-13,30,28,26,23,22,21,83,71,58,1014,1012,1010,10,10,10,19,13,,0.00,5,,85<br />
2002-10-14,31,28,25,23,21,19,79,65,49,1015,1013,1012,10,10,10,27,16,,0.00,3,,102<br />
2002-10-15,31,27,24,22,21,20,78,70,55,1016,1014,1013,10,10,10,24,13,,0.00,1,,101<br />
2002-10-16,30,28,25,23,22,21,83,72,58,1016,1014,1012,10,10,10,23,16,,0.00,4,,108<br />
2002-10-17,29,27,26,23,23,22,83,74,66,1013,1011,1009,10,10,10,26,19,,0.00,5,Rain,137<br />
2002-10-18,31,28,26,25,24,22,89,78,62,1011,1009,1007,10,10,6,29,14,,0.00,4,Rain,221<br />
2002-10-19,31,28,26,24,23,21,83,75,55,1011,1009,1008,10,10,10,19,8,,0.00,2,,200<br />
2002-10-20,31,28,26,23,23,22,83,73,58,1013,1011,1009,10,10,10,16,10,,0.00,5,,161<br />
2002-10-21,28,24,22,23,21,18,94,83,69,1014,1012,1010,10,9,4,32,11,,0.00,6,Rain,58<br />
2002-10-22,23,21,20,21,19,18,94,86,78,1016,1014,1012,10,8,4,23,13,,0.00,6,Rain,28<br />
2002-10-23,21,20,19,20,17,13,94,82,64,1017,1015,1014,10,9,6,27,21,,0.00,6,Rain,15<br />
2002-10-24,24,21,18,18,16,13,78,70,61,1018,1016,1014,10,9,8,24,14,,0.00,5,,2<br />
2002-10-25,29,26,22,20,19,18,83,70,51,1019,1017,1015,10,9,7,21,10,,0.00,4,,79<br />
2002-10-26,28,26,24,22,19,16,89,68,51,1018,1016,1014,10,9,6,21,10,,0.00,5,Rain,59<br />
2002-10-27,26,23,22,20,18,15,83,68,57,1017,1015,1013,10,9,7,24,18,,0.00,5,,75<br />
2002-10-28,26,24,24,22,21,19,83,75,69,1015,1013,1011,9,9,7,37,27,,0.00,6,,98<br />
2002-10-29,27,26,25,23,22,22,89,80,74,1013,1012,1010,10,9,7,37,32,,0.00,6,Rain,100<br />
2002-10-30,25,23,21,23,22,20,100,91,89,1015,1013,1011,10,8,3,39,29,58,0.00,6,Rain,66<br />
2002-10-31,24,22,21,21,20,18,100,86,73,1016,1015,1013,10,6,3,23,16,,0.00,6,Rain,1<br />
2002-11-1,26,23,21,19,17,15,83,68,54,1019,1017,1015,10,10,10,32,18,,0.00,4,,8<br />
2002-11-2,24,22,20,15,13,12,64,57,50,1021,1020,1018,10,10,10,32,18,,0.00,4,,22<br />
2002-11-3,25,21,18,12,6,0,64,40,21,1024,1022,1020,10,9,9,37,23,,0.00,2,,37<br />
2002-11-4,23,20,18,7,3,1,49,31,23,1024,1022,1020,,,,35,21,40,0.00,,,50<br />
2002-11-5,25,21,17,15,8,4,64,46,29,1022,1020,1018,10,10,10,24,13,,0.00,3,,83<br />
2002-11-6,25,22,20,15,13,11,73,56,41,1020,1019,1017,10,10,10,26,18,,0.00,1,,54<br />
2002-11-7,27,23,19,17,14,12,78,58,47,1019,1017,1016,10,7,5,21,8,,0.00,0,,337<br />
2002-11-8,27,23,20,16,12,10,60,49,39,1019,1017,1016,,,,29,13,,0.00,,,58<br />
2002-11-9,26,23,21,17,16,12,78,62,42,1021,1019,1017,10,9,9,27,14,,0.00,1,,95<br />
2002-11-10,27,23,21,19,16,15,78,65,51,1019,1017,1016,10,9,8,29,19,,0.00,3,,90<br />
2002-11-11,27,24,23,20,19,19,83,73,61,1017,1016,1014,10,9,6,21,14,,0.00,3,,67<br />
2002-11-12,28,24,22,21,19,16,88,69,48,1017,1015,1012,10,8,6,14,10,,0.00,1,,91<br />
2002-11-13,29,26,22,20,18,15,83,67,45,1015,1012,1009,10,9,5,13,10,,0.00,1,,240<br />
2002-11-14,28,26,23,21,20,19,88,74,58,1011,1009,1007,10,10,8,21,6,,0.00,2,,139<br />
2002-11-15,29,26,21,23,22,19,88,76,66,1013,1010,1008,10,10,5,29,8,,0.00,3,Rain,137<br />
2002-11-16,21,19,18,19,15,12,94,79,64,1020,1016,1013,10,9,6,29,21,,0.00,6,Rain,17<br />
2002-11-17,22,19,17,14,13,11,72,64,57,1021,1019,1017,10,10,10,26,16,,0.00,6,,30<br />
2002-11-18,22,20,19,14,13,12,68,62,53,1022,1020,1017,10,10,10,26,18,,0.00,6,,37<br />
2002-11-19,22,20,18,17,16,14,94,75,64,1020,1018,1016,10,9,4,24,14,,0.00,6,Rain,51<br />
2002-11-20,23,21,19,18,16,15,83,72,64,1019,1018,1016,10,9,6,27,14,,0.00,4,,8<br />
2002-11-21,24,22,21,19,16,14,83,69,57,1020,1018,1016,10,9,6,24,18,,0.00,4,,353<br />
2002-11-22,22,19,17,15,13,11,78,67,57,1020,1017,1015,10,8,6,23,16,,0.00,4,,349<br />
2002-11-23,22,19,17,16,14,13,82,69,60,1019,1016,1013,10,8,5,26,13,,0.00,2,,353<br />
2002-11-24,24,21,18,15,12,8,78,58,47,1020,1017,1016,10,9,6,32,16,,0.00,5,,16<br />
2002-11-25,21,18,16,11,8,7,59,52,46,1022,1020,1018,10,9,8,27,18,,0.00,3,,14<br />
2002-11-26,21,18,16,10,6,4,56,45,37,1024,1022,1020,10,10,9,27,21,,0.00,2,,47<br />
2002-11-27,21,19,18,11,9,8,64,54,46,1023,1021,1020,10,9,5,21,13,,0.00,5,,46<br />
2002-11-28,20,18,15,18,16,10,100,85,60,1021,1019,1017,10,4,2,24,14,,0.00,6,Rain,31<br />
2002-11-29,23,20,18,19,18,17,94,82,69,1020,1018,1016,10,8,3,26,18,,0.00,6,Rain,77<br />
2002-11-30,22,21,20,20,19,18,94,87,78,1018,1016,1014,10,7,1,24,18,,0.00,6,Fog-Rain,68<br />
2002-12-1,23,21,20,19,19,18,94,84,73,1016,1015,1012,10,8,5,42,24,,0.00,6,Rain,95<br />
2002-12-2,24,22,21,21,20,19,94,86,78,1017,1015,1014,8,6,4,42,34,,0.00,5,Rain,90<br />
2002-12-3,28,24,22,21,21,20,88,81,65,1017,1016,1014,10,9,7,26,19,,0.00,2,,85<br />
2002-12-4,25,23,21,21,21,19,94,86,78,1018,1016,1013,10,7,5,13,8,,0.00,2,,334<br />
2002-12-5,27,24,23,22,22,21,94,85,70,1017,1015,1014,10,7,3,27,14,,0.00,4,,82<br />
2002-12-6,29,26,23,22,22,21,94,81,66,1017,1014,1013,10,9,8,26,19,,0.00,3,,101<br />
2002-12-7,29,27,24,23,22,20,94,78,62,1016,1014,1012,10,10,8,16,10,,0.00,4,,67<br />
2002-12-8,21,16,12,18,12,5,88,81,58,1026,1022,1017,10,8,4,39,29,,0.00,6,Rain,359<br />
2002-12-9,16,13,10,5,3,1,62,51,44,1028,1026,1024,10,10,10,24,21,,0.00,6,,18<br />
2002-12-10,19,16,13,10,6,4,63,54,46,1026,1024,1021,10,10,10,21,16,,0.00,4,,67<br />
2002-12-11,18,16,13,12,9,6,94,67,45,1025,1023,1021,10,8,4,29,21,,0.00,6,Rain,34<br />
2002-12-12,20,16,12,12,8,7,94,67,43,1028,1026,1024,10,9,3,24,16,,0.00,5,Rain,23<br />
2002-12-13,19,16,12,12,9,7,82,64,49,1030,1027,1025,10,10,8,34,14,,0.00,5,,78<br />
2002-12-14,21,18,16,14,11,8,77,61,55,1027,1025,1022,10,9,7,35,21,,0.00,4,,92<br />
2002-12-15,24,21,18,16,14,14,83,69,57,1024,1022,1020,10,9,6,23,14,,0.00,4,,73<br />
2002-12-16,25,22,20,17,17,14,83,73,60,1023,1020,1018,10,9,5,21,10,,0.00,4,Rain,32<br />
2002-12-17,24,22,20,18,16,14,83,73,57,1021,1019,1016,10,9,5,35,14,,0.00,5,Rain,88<br />
2002-12-18,24,22,21,20,18,16,83,76,69,1017,1014,1012,7,6,4,32,19,,0.00,5,,91<br />
2002-12-19,26,23,20,21,19,18,94,82,61,1015,1013,1011,10,7,4,21,11,,0.00,3,Rain,58<br />
2002-12-20,21,19,18,20,17,15,94,87,83,1014,1012,1010,10,8,4,32,21,,0.00,6,Rain,78<br />
2002-12-21,21,19,17,17,15,14,94,81,68,1017,1014,1012,10,8,4,24,16,,0.00,6,Rain,360<br />
2002-12-22,20,18,16,14,13,12,82,74,64,1020,1017,1016,10,9,7,21,13,,0.00,6,,22<br />
2002-12-23,21,19,17,14,13,12,77,70,64,1021,1019,1017,10,9,6,23,14,,0.00,6,,356<br />
2002-12-24,20,18,16,14,12,11,77,70,64,1022,1019,1017,10,8,4,21,13,,0.00,5,,16<br />
2002-12-25,19,17,15,13,11,9,82,70,60,1022,1020,1019,10,9,7,29,19,,0.00,5,,35<br />
2002-12-26,15,11,7,9,6,3,87,70,58,1026,1023,1021,10,10,7,37,26,,0.00,6,Rain,24<br />
2002-12-27,8,7,6,6,5,4,93,85,76,1026,1023,1021,10,9,6,27,19,,0.00,6,Rain,23<br />
2002-12-28,13,10,7,8,5,3,81,72,63,1024,1022,1019,10,7,6,24,14,,0.00,6,,358<br />
2002-12-29,15,13,11,10,8,6,77,72,63,1024,1022,1020,9,7,5,24,14,,0.00,6,,357<br />
2002-12-30,17,14,13,11,10,9,82,75,63,1023,1020,1018,6,5,4,29,19,,0.00,4,,340<br />
2002-12-31,16,13,12,11,9,8,82,74,63,1023,1021,1019,9,8,4,23,14,,0.00,6,Rain,10<br />
2003-1-1,17,16,14,12,10,9,77,70,63,1024,1022,1021,10,9,6,23,14,,0.00,6,,57<br />
2003-1-2,19,17,16,13,12,11,77,72,64,1025,1023,1021,9,6,4,40,27,,0.00,5,,75<br />
2003-1-3,18,14,11,12,8,5,94,68,45,1027,1024,1021,10,8,3,35,23,,0.00,4,Rain,4<br />
2003-1-4,19,14,11,10,6,4,71,57,40,1027,1024,1022,10,9,8,26,16,,0.00,2,,57<br />
2003-1-5,18,16,13,10,7,4,72,57,45,1029,1026,1024,10,8,7,29,16,,0.00,6,,44<br />
2003-1-6,15,11,7,9,7,4,93,76,58,1026,1023,1021,10,6,2,42,23,,0.00,6,Rain,33<br />
2003-1-7,13,10,8,8,6,3,93,72,58,1025,1023,1021,10,10,7,35,24,,0.00,5,Rain,359<br />
2003-1-8,17,12,8,8,6,4,81,67,48,1026,1024,1021,10,8,5,23,16,,0.00,2,,22<br />
2003-1-9,17,13,10,9,8,7,82,68,55,1024,1022,1019,10,8,5,21,11,,0.00,1,,332<br />
2003-1-10,16,13,12,10,8,7,77,65,55,1023,1021,1018,8,7,5,32,19,,0.00,0,,343<br />
2003-1-11,17,13,1
