ULAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-8-7,21,18,15,8,7,5,63,51,40,1021,1019,1016,10,10,10,40,27,,0.00,4,Rain,149<br />
2002-8-8,23,19,16,8,7,5,55,45,33,1018,1017,1016,10,10,10,40,27,,0.00,5,Rain,154<br />
2002-8-9,26,21,15,8,7,5,59,40,29,1020,1019,1018,10,10,10,26,11,43,0.00,3,,227<br />
2002-8-10,28,18,8,8,5,3,82,44,20,1022,1021,1019,10,10,10,14,6,,0.00,2,,30<br />
2002-8-11,31,21,12,9,4,-2,72,37,12,1023,1021,1019,10,10,10,18,5,35,0.00,2,,285<br />
2002-8-12,32,20,8,5,1,-4,71,30,10,1020,1018,1015,10,10,10,14,5,29,0.00,1,,233<br />
2002-8-13,33,21,9,5,2,-3,58,28,12,1016,1015,1013,10,10,8,40,10,61,0.00,3,,355<br />
2002-8-14,32,21,11,12,5,0,67,34,13,1016,1015,1013,10,10,10,26,10,50,0.00,3,Rain-Thunderstorm,51<br />
2002-8-15,32,21,10,9,6,-1,82,44,13,1018,1016,1014,10,10,10,21,8,32,0.00,2,,47<br />
2002-8-16,34,22,11,9,6,0,77,40,11,1019,1017,1015,10,10,10,18,5,,0.00,5,,216<br />
2002-8-17,34,23,12,6,3,0,67,31,11,1020,1018,1017,10,10,10,21,5,,0.00,5,,229<br />
2002-8-18,35,23,12,5,1,-2,51,23,11,1019,1017,1014,10,10,10,32,13,50,0.00,6,,178<br />
2002-8-19,29,23,18,13,7,-3,56,33,13,1018,1017,1015,10,8,5,29,16,,0.00,5,,347<br />
2002-8-20,29,23,16,11,9,5,68,45,25,1019,1015,1011,10,10,8,18,8,,0.00,6,,312<br />
2002-8-21,30,19,9,10,6,1,82,43,15,1012,1011,1008,10,10,10,21,5,32,0.00,3,,334<br />
2002-8-22,32,20,8,7,3,0,71,36,14,1014,1012,1010,10,8,6,14,3,,0.00,1,,227<br />
2002-8-23,27,22,17,11,6,2,56,34,23,1014,1011,1011,10,10,10,32,19,40,0.00,3,Rain,311<br />
2002-8-24,25,16,7,10,4,-4,93,51,14,1016,1014,1012,10,9,6,11,6,,0.00,4,,233<br />
2002-8-25,26,17,8,7,2,-1,62,34,17,1015,1012,1010,10,10,8,35,13,40,0.00,4,Rain-Thunderstorm,45<br />
2002-8-26,28,19,10,8,5,-2,82,41,14,1013,1009,1005,10,10,7,32,18,55,0.00,4,Rain-Thunderstorm,48<br />
2002-8-27,26,18,10,10,3,-3,88,43,15,1006,1004,1002,10,10,10,47,13,68,0.00,5,Rain-Thunderstorm,319<br />
2002-8-28,12,9,6,8,3,-3,87,67,43,1017,1012,1006,10,10,10,40,18,,0.00,5,Rain,314<br />
2002-8-29,20,10,0,3,-1,-7,93,58,16,1018,1016,1012,10,10,10,14,6,,0.00,2,,263<br />
2002-8-30,24,12,0,2,-2,-6,87,45,13,1013,1011,1008,10,10,10,26,6,40,0.00,4,,285<br />
2002-8-31,17,12,8,7,4,2,82,52,37,1012,1010,1008,10,10,10,26,10,55,0.00,4,Rain,25<br />
2002-9-1,13,9,5,6,1,-1,87,64,38,1024,1019,1013,10,10,10,32,16,55,0.00,4,,353<br />
2002-9-2,15,6,-3,0,-3,-5,93,58,27,1028,1026,1024,10,10,10,18,6,29,0.00,4,,343<br />
2002-9-3,16,10,4,6,1,-5,76,59,42,1027,1025,1023,10,10,10,29,8,,0.00,4,Rain,51<br />
2002-9-4,22,10,-1,4,-1,-6,100,59,16,1026,1024,1021,10,10,10,21,5,,0.00,1,,257<br />
2002-9-5,25,12,0,0,-4,-7,75,35,12,1023,1021,1018,10,10,10,35,10,50,0.00,5,,217<br />
2002-9-6,22,13,5,4,-4,-8,54,26,14,1019,1015,1012,10,10,10,26,14,,0.00,6,,154<br />
2002-9-7,22,16,9,8,4,-1,82,52,25,1020,1016,1013,10,10,10,11,6,,0.00,4,Rain,207<br />
2002-9-8,26,16,5,7,2,-1,76,47,20,1023,1020,1017,10,10,10,32,8,40,0.00,5,Rain,248<br />
2002-9-9,16,10,4,6,-2,-9,87,49,17,1027,1025,1023,10,10,10,32,18,50,0.00,2,,314<br />
2002-9-10,20,8,-5,-5,-8,-11,80,39,12,1026,1024,1020,,,,21,5,32,0.00,,,283<br />
2002-9-11,20,9,-1,-4,-6,-9,55,33,16,1029,1026,1022,10,10,10,26,5,,0.00,1,,351<br />
2002-9-12,23,10,-2,-4,-7,-10,69,36,12,1031,1028,1024,,,,14,6,,0.00,,,187<br />
2002-9-13,23,11,-1,1,-6,-10,57,34,12,1025,1023,1019,10,10,10,14,5,,0.00,5,,270<br />
2002-9-14,22,11,0,-2,-6,-9,55,34,17,1019,1016,1013,10,9,6,26,3,,0.00,4,,258<br />
2002-9-15,25,12,0,-1,-5,-9,65,35,11,1014,1012,1010,10,8,6,18,3,,0.00,2,,228<br />
2002-9-16,24,13,3,-1,-4,-9,49,32,13,1016,1011,1009,10,8,1,40,11,,0.00,5,,336<br />
2002-9-17,3,1,-4,-5,-8,-12,75,55,38,1030,1026,1020,10,10,10,40,29,,0.00,3,,2<br />
2002-9-18,12,-1,-13,-8,-13,-16,79,48,16,1032,1030,1028,,,,18,8,,0.00,,,227<br />
2002-9-19,17,3,-9,-11,-13,-16,58,31,13,1029,1026,1023,10,10,10,18,3,,0.00,5,,240<br />
2002-9-20,13,6,-2,-4,-7,-13,60,38,25,1033,1029,1025,10,10,10,32,11,47,0.00,2,,343<br />
2002-9-21,18,4,-8,-4,-7,-10,86,48,18,1033,1031,1026,,,,18,6,,0.00,,,262<br />
2002-9-22,24,10,-3,-4,-8,-14,64,35,10,1027,1022,1017,10,10,10,21,5,,0.00,6,,249<br />
2002-9-23,23,10,-2,-8,-11,-13,51,27,10,1017,1016,1013,8,4,3,11,3,,0.00,0,,224<br />
2002-9-24,15,7,-2,2,-5,-12,66,41,27,1020,1015,1012,10,5,3,29,10,,0.00,0,,345<br />
2002-9-25,14,4,-4,-1,-6,-10,87,52,18,1022,1021,1017,10,7,3,21,8,,0.00,4,,161<br />
2002-9-26,11,6,2,5,2,-2,93,80,43,1022,1019,1017,10,9,6,21,8,,0.00,5,Rain,31<br />
2002-9-27,15,7,-1,6,1,-2,93,77,42,1025,1023,1021,10,6,3,11,5,,0.00,5,,0<br />
2002-9-28,20,9,-1,4,1,-2,93,67,26,1023,1020,1016,8,8,8,14,2,,0.00,0,,217<br />
2002-9-29,22,10,-1,2,-2,-6,87,55,15,1016,1011,1006,10,10,10,29,3,,0.00,5,,233<br />
2002-9-30,9,3,-4,1,-3,-7,87,69,52,1022,1014,1005,10,10,10,55,23,76,0.00,5,Rain-Snow,350<br />
2002-10-1,9,-1,-11,-6,-9,-13,86,59,22,1021,1017,1013,10,10,10,18,6,,0.00,3,,302<br />
2002-10-2,17,6,-5,0,-4,-8,80,58,28,1014,1012,1011,10,10,8,11,5,,0.00,4,,260<br />
2002-10-3,12,6,0,-2,-4,-10,87,55,21,1016,1010,1005,10,8,1,55,18,76,0.00,6,Snow,50<br />
2002-10-4,0,-1,-2,-2,-6,-9,87,69,51,1026,1022,1017,10,10,8,50,40,72,0.00,5,Rain-Snow,346<br />
2002-10-5,5,0,-6,-7,-9,-13,74,54,28,1029,1028,1026,10,10,10,32,19,,0.00,3,,344<br />
2002-10-6,11,0,-10,-9,-12,-19,86,51,11,1029,1025,1022,10,10,10,14,5,,0.00,4,,177<br />
2002-10-7,12,3,-6,-6,-10,-13,68,44,19,1022,1019,1017,10,10,10,11,3,,0.00,5,,0<br />
2002-10-8,13,4,-4,2,-3,-7,87,60,38,1024,1021,1018,10,10,10,26,6,,0.00,3,,346<br />
2002-10-9,15,6,-3,2,-1,-4,93,55,29,1024,1017,1012,10,9,6,61,24,72,0.00,4,Rain,167<br />
2002-10-10,5,0,-4,2,-2,-6,93,74,56,1018,1015,1011,10,10,10,40,18,50,0.00,5,Rain,321<br />
2002-10-11,7,0,-7,-4,-8,-11,86,62,34,1019,1010,1004,10,10,10,50,18,68,0.00,5,Snow,351<br />
2002-10-12,3,-6,-15,-8,-13,-17,85,56,26,1021,1016,1010,10,10,10,21,13,,0.00,3,Snow,270<br />
2002-10-13,6,-1,-8,1,-5,-10,87,73,39,1012,1009,1008,10,10,10,14,5,,0.00,6,Rain,26<br />
2002-10-14,11,4,-2,-1,-4,-7,93,57,30,1013,1009,1003,10,10,8,32,16,,0.00,6,,178<br />
2002-10-15,9,1,-7,-5,-11,-20,74,39,16,1012,1006,1002,10,10,10,43,14,55,0.00,5,,297<br />
2002-10-16,4,-3,-11,-9,-14,-16,73,47,22,1026,1018,1013,10,10,10,29,11,50,0.00,4,,313<br />
2002-10-17,0,-7,-14,-10,-15,-17,85,53,27,1031,1028,1025,,,,26,8,,0.00,,,329<br />
2002-10-18,2,-8,-17,-15,-17,-20,85,52,24,1031,1030,1027,10,10,10,18,5,,0.00,3,,155<br />
2002-10-19,0,-3,-6,-6,-11,-17,93,62,34,1028,1027,1026,10,7,2,29,8,32,0.00,6,Snow,124<br />
2002-10-20,-4,-10,-15,-7,-11,-17,93,79,64,1032,1030,1028,10,8,3,21,8,,0.00,4,Snow,310<br />
2002-10-21,-5,-12,-20,-11,-15,-23,85,78,63,1032,1028,1024,10,9,6,11,6,,0.00,4,,222<br />
2002-10-22,-6,-12,-19,-10,-13,-21,92,78,68,1023,1015,1012,10,9,5,11,3,,0.00,5,Snow,209<br />
2002-10-23,-2,-10,-18,-9,-14,-20,86,76,51,1020,1016,1014,10,10,10,18,8,35,0.00,1,,225<br />
2002-10-24,-3,-10,-16,-8,-13,-18,93,75,50,1026,1024,1020,10,10,6,29,8,,0.00,4,Snow,323<br />
2002-10-25,-5,-11,-16,-9,-13,-19,93,84,68,1026,1024,1023,10,8,3,14,5,,0.00,3,Snow,204<br />
2002-10-26,-3,-11,-18,-9,-14,-21,92,77,51,1023,1022,1020,10,8,0,21,5,,0.00,3,Fog-Snow,173<br />
2002-10-27,-4,-10,-15,-9,-12,-17,86,78,68,1021,1020,1019,10,10,6,11,5,,0.00,5,Snow,207<br />
2002-10-28,-5,-9,-13,-7,-10,-15,93,80,68,1019,1014,1012,10,4,0,43,18,,0.00,7,Snow,145<br />
2002-10-29,-8,-11,-13,-12,-14,-16,85,75,67,1026,1022,1018,10,9,3,26,13,,0.00,4,Snow,349<br />
2002-10-30,-10,-14,-22,-14,-16,-25,92,78,73,1032,1029,1027,10,10,10,26,11,,0.00,3,Snow,333<br />
2002-10-31,-10,-17,-25,-15,-18,-26,92,77,67,1033,1032,1031,10,10,10,18,6,,0.00,3,,323<br />
2002-11-1,-11,-18,-25,-16,-22,-29,84,74,62,1032,1029,1026,10,10,10,11,5,,0.00,3,,190<br />
2002-11-2,-7,-13,-20,-11,-17,-22,85,77,63,1028,1026,1023,10,10,10,26,6,,0.00,3,Snow,338<br />
2002-11-3,-5,-12,-20,-10,-17,-22,85,76,63,1027,1024,1021,10,10,10,11,3,,0.00,4,,160<br />
2002-11-4,-3,-12,-20,-11,-17,-23,85,76,55,1021,1018,1015,10,6,2,11,3,,0.00,3,,0<br />
2002-11-5,-2,-10,-18,-5,-12,-20,93,79,59,1016,1013,1011,10,7,1,26,6,,0.00,4,Snow,322<br />
2002-11-6,-5,-12,-20,-8,-11,-22,86,78,68,1026,1022,1017,10,8,2,32,23,,0.00,4,Snow,344<br />
2002-11-7,-7,-13,-22,-10,-17,-25,93,79,45,1030,1027,1026,10,7,4,14,3,,0.00,4,,200<br />
2002-11-8,-8,-17,-25,-15,-21,-27,92,78,58,1030,1023,1014,7,5,3,6,2,,0.00,0,,-1<br />
2002-11-9,-2,-11,-20,-10,-17,-23,85,75,55,1013,1011,1008,10,7,5,14,3,,0.00,2,,183<br />
2002-11-10,-7,-11,-15,-8,-12,-18,93,83,67,1016,1005,998,10,6,0,61,16,84,0.00,5,Snow,333<br />
2002-11-11,-11,-18,-25,-17,-21,-28,85,76,62,1020,1017,1016,10,8,3,18,6,,0.00,4,Snow,0<br />
2002-11-12,-13,-21,-30,-20,-27,-34,85,73,52,1022,1021,1020,6,4,2,11,3,,0.00,1,,175<br />
2002-11-13,-12,-21,-29,-17,-24,-33,84,75,62,1021,1017,1015,10,5,2,18,2,,0.00,2,Snow,330<br />
2002-11-14,-13,-22,-30,-16,-26,-33,85,76,66,1020,1019,1018,10,5,1,6,2,,0.00,0,,-1<br />
2002-11-15,-10,-18,-26,-16,-24,-29,85,75,62,1024,1020,1019,10,3,1,14,2,,0.00,1,Fog,318<br />
2002-11-16,-16,-23,-30,-21,-28,-34,78,72,61,1028,1026,1024,,,,11,5,,0.00,,,0<br />
2002-11-17,-16,-24,-32,-22,-29,-36,77,69,61,1031,1030,1028,10,7,6,6,3,,0.00,4,,-1<br />
2002-11-18,-14,-21,-28,-20,-26,-31,77,72,61,1029,1025,1022,10,8,6,14,5,,0.00,4,,182<br />
2002-11-19,-14,-21,-27,-17,-25,-30,85,77,72,1025,1024,1023,10,10,10,11,3,,0.00,3,,0<br />
2002-11-20,-17,-24,-31,-21,-29,-35,78,74,66,1025,1023,1019,7,5,3,6,3,,0.00,0,,-1<br />
2002-11-21,-14,-22,-29,-19,-26,-32,84,75,66,1019,1015,1014,5,5,4,6,2,,0.00,0,,-1<br />
2002-11-22,-14,-22,-29,-21,-26,-33,78,72,56,1024,1020,1017,6,5,3,11,2,,0.00,1,,0<br />
2002-11-23,-13,-21,-29,-20,-26,-32,84,73,57,1025,1024,1021,6,4,2,11,3,,0.00,1,,160<br />
2002-11-24,-11,-19,-27,-15,-23,-31,85,77,65,1025,1020,1017,10,7,2,18,3,,0.00,2,Snow,285<br />
2002-11-25,-15,-21,-28,-18,-24,-31,85,77,70,1027,1025,1019,10,5,0,11,3,,0.00,3,Fog-Snow,150<br />
2002-11-26,-14,-21,-28,-20,-26,-32,78,73,61,1018,1013,1006,7,5,4,6,2,,0.00,0,,-1<br />
2002-11-27,-7,-14,-22,-10,-18,-26,85,74,62,1016,1007,1003,10,9,3,21,8,,0.00,4,Snow,320<br />
2002-11-28,-15,-20,-25,-17,-22,-28,85,77,61,1020,1018,1016,10,10,10,18,6,,0.00,3,,224<br />
2002-11-29,-14,-21,-28,-19,-24,-30,84,71,61,1018,1015,1012,10,4,1,14,5,,0.00,5,,190<br />
2002-11-30,-10,-17,-24,-15,-22,-27,78,70,57,1014,1013,1012,10,4,2,6,3,,0.00,1,,-1<br />
2002-12-1,-11,-18,-26,-18,-24,-29,84,70,56,1014,1012,1011,7,5,3,6,3,,0.00,0,,-1<br />
2002-12-2,-11,-18,-24,-17,-22,-28,85,74,57,1011,1007,1003,6,4,3,6,3,18,0.00,4,,-1<br />
2002-12-3,-7,-13,-20,-9,-16,-23,86,78,58,1017,1004,997,10,6,1,32,10,35,0.00,5,Snow,325<br />
2002-12-4,-17,-23,-30,-21,-26,-34,85,74,64,1023,1022,1019,10,6,1,11,5,,0.00,2,Snow,165<br />
2002-12-5,-20,-28,-35,-24,-32,-40,77,68,62,1026,1023,1021,10,3,1,11,3,,0.00,0,,170<br />
2002-12-6,-23,-29,-37,-27,-34,-41,77,69,63,1036,1032,1027,9,6,5,14,5,,0.00,0,,185<br />
2002-12-7,-27,-33,-39,-31,-38,-44,82,67,61,1035,1033,1030,7,4,1,6,3,,0.00,2,,-1<br />
2002-12-8,-28,-34,-41,-32,-40,-46,70,65,55,1031,1030,1026,7,4,2,6,3,,0.00,0,,-1<br />
2002-12-9,-22,-29,-37,-28,-34,-41,70,66,59,1026,1024,1023,7,5,2,6,2,,0.00,0,,-1<br />
2002-12-10,-18,-26,-33,-25,-32,-37,76,66,55,1026,1023,1022,7,5,3,6,3,,0.00,0,,-1<br />
2002-12-11,-16,-23,-30,-22,-28,-33,84,69,56,1024,1023,1022,7,6,3,3,3,,0.00,0,,-1<br />
2002-12-12,-12,-18,-24,-18,-23,-27,77,70,57,1022,1021,1020,10,10,9,6,5,,0.00,4,,-1<br />
2002-12-13,-6,-13,-21,-12,-19,-24,79,72,58,1022,1019,1016,10,10,6,18,5,,0.00,4,,235<br />
2002-12-14,-12,-19,-25,-17,-22,-28,85,79,67,1026,1024,1021,10,7,2,14,6,,0.00,3,Snow,185<br />
2002-12-15,-13,-19,-24,-16,-20,-28,85,80,70,1025,1022,1021,10,6,2,6,3,,0.00,4,Snow,-1<br />
2002-12-16,-15,-20,-25,-18,-22,-27,85,79,65,1022,1016,1014,10,6,3,6,3,,0.00,4,Snow,-1<br />
2002-12-17,-18,-24,-32,-21,-29,-36,84,74,69,1022,1018,1016,9,4,1,11,3,,0.00,1,Fog,190<br />
2002-12-18,-24,-30,-36,-27,-34,-41,77,70,62,1025,1024,1022,9,4,2,6,3,,0.00,0,,-1<br />
2002-12-19,-25,-31,-37,-28,-35,-42,77,69,61,1028,1026,1024,10,5,4,6,3,,0.00,1,,-1<br />
2002-12-20,-24,-30,-36,-28,-36,-41,83,69,62,1033,1031,1028,7,4,1,11,3,,0.00,2,,185<br />
2002-12-21,-22,-29,-37,-25,-36,-42,77,68,61,1034,1033,1032,7,5,3,6,2,,0.00,0,,-1<br />
2002-12-22,-25,-31,-38,-29,-37,-43,70,68,61,1037,1036,1034,7,5,3,6,3,,0.00,0,,-1<br />
2002-12-23,-25,-29,-34,-29,-34,-39,70,69,62,1035,1031,1029,7,5,2,6,2,,0.00,5,,-1<br />
2002-12-24,-26,-32,-39,-32,-38,-44,70,65,58,1036,1035,1032,7,5,2,11,3,,0.00,1,,0<br />
2002-12-25,-26,-33,-40,-31,-39,-45,70,64,60,1039,1036,1035,7,5,3,6,3,,0.00,0,,-1<br />
2002-12-26,-26,-33,-40,-30,-39,-46,70,63,55,1040,1037,1033,9,4,2,6,3,,0.00,0,,-1<br />
2002-12-27,-23,-30,-38,-27,-37,-43,71,66,61,1032,1025,1023,7,4,3,6,3,,0.00,0,,-1<br />
2002-12-28,-22,-29,-37,-27,-36,-42,70,65,59,1027,1026,1023,7,5,3,6,3,,0.00,0,,-1<br />
2002-12-29,-25,-32,-40,-30,-39,-45,75,64,59,1023,1020,1018,7,6,5,11,3,,0.00,0,,0<br />
2002-12-30,-23,-31,-39,-29,-37,-44,70,65,59,1025,1023,1022,7,5,2,6,3,,0.00,2,,-1<br />
2002-12-31,-23,-30,-37,-28,-35,-42,76,65,59,1024,1023,1020,7,5,3,6,3,,0.00,1,,-1<br />
2003-1-1,-12,-17,-22,-20,-22,-26,78,62,48,1020,1012,1009,10,8,2,50,23,68,0.00,7,Snow,116<br />
2003-1-2,-21,-26,-31,-26,-29,-35,71,67,60,1031,1027,1018,10,10,10,26,11,,0.00,3,,327<br />
2003-1-3,-22,-30,-38,-27,-35,-43,76,68,61,1034,1029,1027,6,4,1,14,3,18,0.00,2,,187<br />
2003-1-4,-26,-33,-40,-30,-37,-45,82,66,56,1035,1032,1027,7,5,3,3,2,,0.00,0,,-1<br />
2003-1-5,-16,-23,-30,-21,-28,-34,84,71,63,1030,1029,1027,7,7,6,18,2,,0
