ChST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-8-25,29,27,26,25,24,24,94,87,79,1012,1010,1009,10,10,10,23,16,,0.00,3,,71<br />
2002-8-26,29,27,26,25,24,24,94,88,79,1008,1004,1000,10,9,6,39,27,66,0.00,6,Rain,19<br />
2002-8-27,26,24,24,25,24,23,100,92,83,998,987,981,10,2,1,101,68,151,0.00,7,Fog-Rain,81<br />
2002-8-28,26,26,25,24,24,23,94,92,89,1009,1003,997,10,5,1,55,45,84,0.00,7,Fog-Rain,131<br />
2002-8-29,26,24,24,24,24,24,100,97,89,1012,1010,1009,4,1,0,26,23,,0.00,7,Fog,119<br />
2002-8-30,28,26,24,25,24,24,100,94,84,1012,1011,1009,10,4,0,23,18,,0.00,6,Fog,89<br />
2002-8-31,28,27,25,25,24,24,94,89,79,1010,1009,1008,10,7,0,23,16,,0.00,5,Fog,32<br />
2002-9-1,29,27,25,24,24,24,94,86,74,1008,1006,1003,10,10,10,39,27,60,0.00,5,,359<br />
2002-9-2,26,24,24,24,24,24,100,95,89,1000,987,976,8,2,0,121,72,180,0.00,7,Fog-Rain,75<br />
2002-9-3,27,26,25,25,24,24,100,94,89,1009,1006,1002,8,2,0,40,31,63,0.00,7,Fog-Rain,116<br />
2002-9-4,26,24,24,24,24,23,100,95,89,1010,1009,1008,7,2,0,23,16,,0.00,7,Fog-Rain,81<br />
2002-9-5,26,24,23,24,23,22,94,92,83,1010,1008,1008,10,9,3,16,11,,0.00,5,,132<br />
2002-9-6,27,26,24,25,24,23,100,91,84,1010,1009,1009,10,10,3,23,14,,0.00,4,,112<br />
2002-9-7,28,26,24,25,24,23,94,88,79,1012,1011,1010,10,10,10,19,13,,0.00,5,,73<br />
2002-9-8,28,27,25,24,23,22,94,82,74,1012,1011,1009,10,10,10,16,11,,0.00,3,,47<br />
2002-9-9,27,26,24,23,22,22,89,81,74,1011,1009,1008,10,10,10,10,6,,0.00,2,,35<br />
2002-9-10,28,26,24,23,22,22,89,80,74,1013,1011,1010,10,10,10,14,6,,0.00,3,,87<br />
2002-9-11,28,27,25,23,23,22,89,79,70,1015,1014,1013,10,10,10,21,11,,0.00,2,,88<br />
2002-9-12,29,27,24,23,23,22,94,81,70,1015,1014,1013,10,10,10,13,6,,0.00,1,,77<br />
2002-9-13,28,27,25,23,22,21,89,78,70,1014,1013,1012,10,10,10,16,8,,0.00,2,,13<br />
2002-9-14,29,27,25,25,23,22,94,81,74,1014,1013,1012,10,10,10,14,11,,0.00,3,Rain,75<br />
2002-9-15,29,27,25,25,24,23,94,81,74,1014,1013,1012,10,10,10,21,16,,0.00,2,,82<br />
2002-9-16,29,27,25,25,24,24,94,85,79,1014,1013,1012,10,9,5,23,19,,0.00,2,,99<br />
2002-9-17,29,27,25,24,24,23,89,84,74,1014,1013,1012,10,10,10,24,19,,0.00,2,,85<br />
2002-9-18,29,27,25,25,24,24,94,85,74,1013,1012,1012,10,10,6,32,21,,0.00,3,Rain,73<br />
2002-9-19,28,26,23,24,22,21,94,85,74,1012,1011,1008,10,9,5,52,27,74,0.00,4,Rain-Thunderstorm,67<br />
2002-9-20,27,24,23,25,24,21,100,94,88,1006,1003,1001,10,6,1,52,40,80,0.00,6,Rain,87<br />
2002-9-21,28,27,25,26,26,24,94,91,89,1006,1005,1004,10,10,10,34,27,,0.00,4,,145<br />
2002-9-22,28,27,25,26,25,24,100,92,84,1007,1005,1004,10,10,5,27,23,,0.00,5,Rain,206<br />
2002-9-23,28,27,25,25,24,24,94,90,84,1012,1009,1007,10,9,7,23,19,,0.00,4,,265<br />
2002-9-24,28,26,24,24,23,22,94,82,74,1015,1013,1012,10,10,10,10,6,,0.00,3,,278<br />
2002-9-25,28,27,25,23,22,22,89,76,70,1016,1015,1014,10,10,10,19,11,,0.00,3,,51<br />
2002-9-26,29,27,25,24,23,23,89,79,70,1016,1015,1014,10,10,10,26,19,,0.00,3,,79<br />
2002-9-27,29,27,25,25,24,23,89,81,74,1016,1015,1014,10,10,10,24,23,,0.00,5,,95<br />
2002-9-28,29,27,26,25,24,24,89,86,79,1015,1014,1013,10,10,10,26,24,,0.00,5,,89<br />
2002-9-29,29,27,26,26,25,24,94,85,79,1013,1012,1011,10,9,8,35,32,,0.00,6,,98<br />
2002-9-30,29,27,26,25,25,24,94,88,79,1012,1011,1009,10,10,10,45,35,60,0.00,6,,126<br />
2002-10-1,28,26,26,26,26,25,100,94,89,1012,1010,1008,10,10,10,34,32,58,0.00,4,,161<br />
2002-10-2,28,27,25,25,24,23,100,92,84,1017,1015,1013,10,9,4,16,13,,0.00,4,Rain-Thunderstorm,171<br />
2002-10-3,29,27,25,25,24,23,100,85,74,1018,1017,1016,10,10,10,21,16,,0.00,3,Rain,88<br />
2002-10-4,29,27,25,24,23,23,89,81,74,1017,1016,1014,10,10,10,24,19,,0.00,3,,53<br />
2002-10-5,29,27,25,24,23,23,94,82,74,1016,1015,1013,10,10,10,26,21,,0.00,3,,65<br />
2002-10-6,29,27,25,24,23,22,89,81,74,1015,1014,1013,10,10,10,27,24,,0.00,1,,90<br />
2002-10-7,30,28,26,25,24,23,89,82,74,1016,1015,1014,10,10,10,27,26,,0.00,3,,96<br />
2002-10-8,29,27,26,25,24,23,89,82,74,1017,1016,1015,10,10,10,32,26,,0.00,2,,92<br />
2002-10-9,29,27,26,24,23,23,89,79,74,1016,1015,1014,10,10,10,35,27,,0.00,2,,81<br />
2002-10-10,29,27,26,24,23,21,84,79,70,1015,1012,1010,10,10,10,34,24,55,0.00,4,Rain,52<br />
2002-10-11,28,27,25,22,22,20,83,72,62,1008,1006,1004,10,10,10,50,40,74,0.00,3,Rain,38<br />
2002-10-12,27,26,25,22,22,22,83,78,74,1002,1000,999,10,9,7,55,45,82,0.00,6,Rain,4<br />
2002-10-13,29,27,24,23,22,21,89,75,66,1009,1003,999,10,10,9,48,39,71,0.00,6,,330<br />
2002-10-14,28,26,24,19,18,17,69,61,54,1016,1012,1009,10,10,10,21,18,,0.00,3,,335<br />
2002-10-15,29,27,24,22,21,19,78,71,65,1017,1016,1015,10,10,10,16,11,,0.00,2,,51<br />
2002-10-16,27,26,24,21,20,19,83,72,65,1017,1015,1014,10,10,10,16,8,,0.00,2,,40<br />
2002-10-17,28,26,23,21,20,17,88,71,61,1016,1015,1014,10,10,10,19,10,,0.00,3,Rain,69<br />
2002-10-18,28,26,23,22,21,20,94,78,69,1016,1014,1013,10,10,10,23,11,,0.00,5,Rain,61<br />
2002-10-19,28,26,24,23,22,19,83,77,69,1014,1013,1011,10,10,10,27,18,,0.00,3,,90<br />
2002-10-20,28,26,24,23,22,21,89,78,70,1013,1012,1011,10,10,10,16,10,,0.00,1,,55<br />
2002-10-21,28,26,24,22,22,21,89,81,70,1012,1010,1009,10,10,10,19,6,,0.00,2,,261<br />
2002-10-22,27,26,24,23,22,21,89,82,74,1012,1010,1009,10,10,10,14,13,,0.00,2,,272<br />
2002-10-23,28,26,24,23,22,22,89,78,70,1015,1013,1012,10,10,10,10,3,,0.00,2,,222<br />
2002-10-24,28,27,25,23,23,22,89,81,74,1017,1016,1015,10,10,10,21,13,,0.00,3,,52<br />
2002-10-25,29,27,25,23,22,21,83,76,70,1018,1017,1016,10,10,10,26,21,,0.00,4,,69<br />
2002-10-26,26,25,25,23,22,22,83,83,83,1017,1015,1015,10,10,10,21,19,,0.00,4,,100<br />
2002-10-27,28,26,24,23,22,22,89,81,74,1013,1012,1011,10,10,10,24,18,,0.00,3,,261<br />
2002-10-28,27,26,24,21,18,16,78,66,57,1016,1014,1013,10,10,10,27,19,,0.00,3,,352<br />
2002-10-29,26,24,23,16,16,15,65,59,51,1019,1017,1016,10,10,10,23,16,,0.00,3,,15<br />
2002-10-30,26,24,23,16,15,15,61,58,51,1021,1020,1018,10,10,10,21,14,,0.00,2,,26<br />
2002-10-31,27,24,23,19,18,17,69,64,58,1021,1019,1018,10,10,10,34,23,,0.00,4,,64<br />
2002-11-1,27,26,24,24,23,20,89,82,74,1018,1014,1011,10,10,10,34,27,,0.00,5,,158<br />
2002-11-2,26,26,23,24,23,19,94,88,78,1012,1011,1010,10,10,10,35,29,,0.00,6,Rain,269<br />
2002-11-3,27,24,23,17,16,14,61,54,47,1017,1015,1014,10,10,10,29,26,,0.00,4,,341<br />
2002-11-4,25,23,22,17,16,15,73,63,54,1018,1016,1015,10,10,10,24,10,,0.00,4,,320<br />
2002-11-5,24,23,23,17,15,13,69,61,50,1020,1019,1017,10,10,10,29,23,,0.00,4,,1<br />
2002-11-6,24,23,22,16,14,13,65,60,53,1022,1021,1019,10,10,10,34,29,50,0.00,6,,43<br />
2002-11-7,24,23,22,16,15,14,65,61,57,1021,1020,1019,10,10,10,34,29,52,0.00,6,,67<br />
2002-11-8,25,23,21,24,21,18,94,88,73,1018,1014,1010,10,9,5,34,23,,0.00,6,Rain,112<br />
2002-11-9,25,23,22,22,18,12,89,70,53,1017,1013,1011,10,10,10,40,27,60,0.00,5,,297<br />
2002-11-10,23,21,20,12,11,10,60,52,46,1023,1020,1018,10,10,10,26,19,,0.00,3,,10<br />
2002-11-11,25,23,21,16,14,11,65,56,53,1023,1022,1021,10,10,10,27,19,,0.00,2,,69<br />
2002-11-12,26,23,22,22,19,16,89,73,65,1020,1017,1015,10,10,10,29,21,,0.00,4,,109<br />
2002-11-13,26,24,23,22,21,20,89,82,69,1016,1014,1012,10,10,10,14,11,,0.00,5,,12<br />
2002-11-14,25,23,22,23,21,19,94,86,78,1016,1014,1013,10,8,2,35,26,,0.00,5,Rain,84<br />
2002-11-15,27,26,24,23,22,22,89,85,79,1016,1014,1013,10,10,10,32,21,,0.00,3,,209<br />
2002-11-16,27,26,24,23,23,22,94,85,79,1018,1017,1015,10,10,10,21,14,,0.00,1,,208<br />
2002-11-17,27,26,24,23,22,21,89,81,74,1019,1018,1017,10,10,10,13,10,,0.00,2,,146<br />
2002-11-18,27,26,24,24,23,22,94,89,79,1020,1018,1017,10,10,10,13,10,,0.00,4,,155<br />
2002-11-19,28,26,24,22,21,20,89,80,70,1021,1020,1019,10,10,10,24,16,,0.00,3,,66<br />
2002-11-20,27,26,24,22,21,20,83,77,70,1021,1019,1017,10,10,10,32,26,,0.00,4,Rain,69<br />
2002-11-21,27,26,24,22,22,21,83,80,74,1018,1017,1014,10,10,10,29,26,,0.00,5,,77<br />
2002-11-22,27,26,24,24,23,22,94,83,79,1014,1012,1011,10,10,5,37,31,,0.00,6,Rain,89<br />
2002-11-23,26,24,23,24,23,22,94,92,89,1011,1007,1004,10,8,5,29,26,50,0.00,7,Rain,143<br />
2002-11-24,27,26,24,24,23,20,89,85,78,1002,994,985,10,9,6,89,45,130,0.00,6,Rain,168<br />
2002-11-25,26,24,23,20,18,17,83,68,61,1011,1006,996,10,10,6,61,35,87,0.00,4,,306<br />
2002-11-26,24,23,21,19,16,12,78,62,53,1016,1013,1011,10,10,10,39,27,58,0.00,5,,314<br />
2002-11-27,24,22,21,16,12,10,73,53,44,1019,1017,1016,10,10,10,27,21,,0.00,2,,323<br />
2002-11-28,24,22,21,14,12,11,64,53,47,1022,1020,1018,10,10,10,26,21,,0.00,2,,355<br />
2002-11-29,23,21,20,15,13,11,64,58,47,1023,1021,1020,10,10,10,27,21,,0.00,3,,36<br />
2002-11-30,24,22,21,15,14,12,64,58,50,1021,1020,1018,10,10,10,26,23,,0.00,2,,74<br />
2002-12-1,25,23,22,21,18,15,88,73,64,1018,1017,1015,10,10,10,23,18,,0.00,3,,131<br />
2002-12-2,25,24,23,21,18,16,83,70,65,1020,1018,1016,10,10,10,29,23,,0.00,4,,359<br />
2002-12-3,25,23,22,17,16,15,73,65,57,1022,1021,1020,10,10,10,34,26,47,0.00,4,,66<br />
2002-12-4,26,23,22,19,18,16,73,68,61,1022,1020,1018,10,10,10,29,23,,0.00,3,,111<br />
2002-12-5,26,24,23,19,19,18,78,72,65,1020,1018,1016,10,10,10,14,8,,0.00,1,,304<br />
2002-12-6,26,23,22,20,19,17,83,73,65,1019,1018,1016,10,10,10,21,11,,0.00,2,,351<br />
2002-12-7,25,23,22,18,17,16,73,67,61,1018,1017,1015,10,10,10,21,14,,0.00,2,,55<br />
2002-12-8,24,22,21,18,18,17,78,71,69,1017,1015,1013,10,10,10,14,8,,0.00,3,,44<br />
2002-12-9,25,23,22,19,19,18,83,78,69,1014,1013,1011,10,10,10,26,11,,0.00,5,,326<br />
2002-12-10,23,21,20,18,14,11,73,63,56,1017,1013,1011,10,10,10,40,34,60,0.00,6,,343<br />
2002-12-11,21,20,19,12,10,8,60,53,46,1025,1021,1017,10,10,10,34,26,50,0.00,4,,358<br />
2002-12-12,22,21,20,14,12,9,64,58,49,1025,1024,1022,10,10,10,26,18,,0.00,4,,59<br />
2002-12-13,24,22,21,16,16,15,73,65,57,1022,1021,1019,10,10,10,14,10,,0.00,1,,76<br />
2002-12-14,21,19,18,17,12,9,94,63,49,1027,1025,1023,10,10,10,35,31,55,0.00,4,Rain,24<br />
2002-12-15,22,20,18,14,11,9,64,56,50,1028,1026,1024,10,10,10,37,27,58,0.00,5,,63<br />
2002-12-16,24,22,21,18,16,13,78,68,60,1025,1023,1020,10,10,10,35,34,,0.00,6,,93<br />
2002-12-17,23,22,21,20,18,16,88,77,69,1021,1020,1019,10,9,4,27,24,,0.00,6,Rain,311<br />
2002-12-18,24,22,21,16,15,14,73,65,53,1023,1021,1020,10,10,9,21,16,,0.00,6,,57<br />
2002-12-19,24,22,20,21,17,15,88,74,68,1021,1019,1018,10,10,10,21,18,,0.00,5,,83<br />
2002-12-20,24,23,22,22,22,21,94,92,88,1019,1018,1017,10,9,7,24,14,,0.00,6,Rain,66<br />
2002-12-21,26,24,23,23,22,21,94,89,83,1018,1017,1016,10,10,10,27,23,,0.00,6,,133<br />
2002-12-22,26,24,23,23,22,22,100,91,83,1015,1013,1011,10,9,2,32,23,,0.00,5,Rain,222<br />
2002-12-23,24,23,22,22,19,17,89,78,69,1015,1013,1011,10,10,10,34,24,,0.00,5,,291<br />
2002-12-24,24,22,21,19,17,16,83,72,65,1016,1014,1013,10,10,10,24,13,,0.00,4,,289<br />
2002-12-25,24,22,21,18,16,15,78,68,61,1017,1016,1015,10,10,10,24,19,,0.00,4,,350<br />
2002-12-26,23,21,20,19,17,15,94,74,61,1018,1016,1015,10,10,10,23,13,,0.00,4,,315<br />
2002-12-27,21,20,18,16,16,15,83,77,73,1019,1017,1016,10,10,10,27,11,,0.00,6,Rain,345<br />
2002-12-28,19,18,17,18,16,13,94,86,77,1018,1017,1016,10,9,5,23,19,,0.00,7,Rain,53<br />
2002-12-29,21,19,18,19,16,12,100,81,60,1020,1017,1015,10,7,5,32,18,50,0.00,7,Rain,326<br />
2002-12-30,21,20,19,13,12,11,68,62,60,1022,1020,1019,10,10,10,16,14,,0.00,5,,17<br />
2002-12-31,23,20,19,21,16,13,88,73,68,1018,1015,1009,10,9,5,42,23,71,0.00,6,Rain,113<br />
2003-1-1,24,22,19,22,17,11,94,77,60,1017,1012,1008,10,9,5,52,39,71,0.00,5,Rain,299<br />
2003-1-2,21,19,18,11,10,8,64,55,46,1022,1019,1017,10,10,10,35,31,53,0.00,4,,346<br />
2003-1-3,21,19,17,13,11,7,68,58,49,1024,1021,1020,10,10,10,29,24,,0.00,3,,78<br />
2003-1-4,20,19,19,16,15,14,83,76,73,1019,1019,1018,10,10,10,23,19,,0.00,5,,102<br />
2003-1-5,21,19,18,14,12,10,73,60,49,1021,1019,1018,10,10,10,35,26,50,0.00,2,,314<br />
2003-1-6,20,18,17,11,9,8,68,56,49,1023,1022,1020,10,10,10,29,26,47,0.00,5,Rain,343<br />
2003-1-7,20,19,18,13,11,7,68,60,49,1024,1022,1020,10,10,10,21,19,,0.00,6,Rain,54<br />
2003-1-8,22,20,18,18,16,14,83,73,68,1021,1019,1017,10,10,10,32,24,,0.00,6,,108<br />
2003-1-9,24,22,20,22,20,17,94,84,73,1016,1014,1012,10,10,10,27,23,,0.00,4,,268<br />
2003-1-10,22,20,19,16,13,12,83,65,57,1016,1015,1014,10,10,10,24,18,,0.00,4,,358<br />
2003-1-11,22,19,17,17,15,12,94,73,60,1016,1014,1013,10,9,5,32,11,47,0.00,4,Rain,279<br />
2003-1-12,22,19,17,16,12,10,94,61,46,1019,1017,1014,10,10,8,26,21,,0.00,4,,338<br />
2003-1-13,21,19,18,1
