AFT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-11-5,13,8,4,8,7,2,93,86,67,1024,1022,1021,10,8,5,26,10,,0.00,6,Rain,336<br />
2002-11-6,14,11,8,8,7,5,93,81,58,1024,1022,1020,10,9,6,10,5,,0.00,6,Rain-Thunderstorm,93<br />
2002-11-7,11,8,6,7,5,3,100,83,58,1027,1025,1023,10,10,7,16,6,,0.00,5,Rain,319<br />
2002-11-8,14,8,2,5,3,1,93,73,44,1027,1025,1023,10,8,3,14,3,,0.00,2,,55<br />
2002-11-9,15,9,3,4,3,1,93,67,39,1025,1023,1021,10,7,3,16,3,,0.00,4,,314<br />
2002-11-10,13,9,6,6,4,2,93,72,47,1023,1022,1020,10,9,5,23,6,,0.00,6,Rain,3<br />
2002-11-11,10,8,6,6,5,4,93,86,71,1023,1021,1020,10,9,5,11,5,,0.00,7,Rain,59<br />
2002-11-12,12,9,6,5,4,3,93,79,54,1021,1020,1018,10,9,5,11,3,,0.00,4,,359<br />
2002-11-13,15,8,0,5,3,0,100,80,45,1023,1021,1019,10,5,0,11,5,,0.00,1,Fog,350<br />
2002-11-14,18,10,3,4,2,0,93,64,30,1022,1020,1018,10,5,1,11,5,,0.00,1,Fog,230<br />
2002-11-15,18,11,4,4,2,-1,81,56,28,1021,1019,1018,10,8,4,13,6,,0.00,1,,276<br />
2002-11-16,17,11,6,3,2,0,81,58,32,1025,1023,1021,10,8,5,11,5,,0.00,2,,352<br />
2002-11-17,17,10,4,2,-2,-8,76,45,19,1025,1022,1020,10,8,5,14,6,,0.00,1,,247<br />
2002-11-18,16,10,4,0,-6,-11,65,35,22,1023,1021,1020,10,10,6,27,8,52,0.00,3,,339<br />
2002-11-19,16,8,1,-8,-13,-17,52,25,9,1025,1023,1021,10,9,6,13,6,,0.00,0,,278<br />
2002-11-20,17,9,2,-6,-12,-15,48,26,11,1024,1021,1019,10,8,3,11,6,,0.00,0,,264<br />
2002-11-21,16,9,2,-5,-9,-14,56,32,13,1024,1022,1021,10,7,3,11,5,,0.00,1,,244<br />
2002-11-22,15,8,0,-6,-8,-11,60,37,16,1025,1022,1020,10,7,3,11,3,,0.00,1,,280<br />
2002-11-23,15,8,1,-6,-8,-11,60,38,16,1024,1022,1020,10,7,3,10,3,,0.00,0,,269<br />
2002-11-24,15,8,0,-6,-9,-13,60,34,14,1024,1021,1020,10,8,3,10,5,,0.00,0,,271<br />
2002-11-25,16,8,0,-7,-9,-12,56,34,14,1023,1021,1019,10,7,2,11,5,,0.00,0,,274<br />
2002-11-26,15,8,1,-7,-11,-14,56,29,13,1023,1021,1019,10,7,3,11,5,,0.00,0,,263<br />
2002-11-27,15,8,1,-7,-11,-13,52,31,14,1023,1021,1019,10,7,3,10,3,,0.00,0,,282<br />
2002-11-28,14,7,1,-7,-9,-12,52,34,16,1024,1022,1021,10,6,3,11,5,,0.00,1,,311<br />
2002-11-29,14,7,0,-6,-9,-11,60,36,18,1026,1023,1020,10,6,2,10,3,,0.00,3,,256<br />
2002-11-30,14,7,1,-6,-10,-12,60,31,16,1021,1019,1017,10,8,3,16,5,,0.00,2,,294<br />
2002-12-1,11,4,-1,-11,-13,-16,44,27,14,1025,1022,1021,10,9,6,8,5,,0.00,2,,169<br />
2002-12-2,11,6,0,-9,-12,-15,48,27,15,1022,1020,1018,8,4,2,10,5,,0.00,5,,174<br />
2002-12-3,11,6,0,-3,-8,-12,60,41,20,1021,1018,1016,10,6,2,27,6,,0.00,5,,97<br />
2002-12-4,10,6,0,-5,-9,-16,60,39,15,1019,1017,1016,10,9,5,19,8,,0.00,2,,217<br />
2002-12-5,6,0,-5,-11,-20,-26,51,24,8,1023,1021,1019,10,8,4,11,3,,0.00,0,,289<br />
2002-12-6,6,0,-6,-15,-22,-24,46,22,10,1026,1024,1022,10,7,3,13,5,,0.00,0,,299<br />
2002-12-7,8,0,-7,-17,-20,-22,36,23,12,1026,1024,1022,10,6,2,10,5,,0.00,0,,290<br />
2002-12-8,9,2,-4,-13,-17,-20,43,27,15,1027,1025,1023,8,4,1,11,6,,0.00,1,,276<br />
2002-12-9,9,2,-4,-11,-14,-17,46,30,15,1029,1026,1025,7,5,3,13,6,,0.00,5,,248<br />
2002-12-10,9,3,-3,-8,-12,-15,48,32,20,1025,1023,1020,6,4,1,8,5,,0.00,6,,259<br />
2002-12-11,11,4,-1,-7,-10,-14,55,36,16,1026,1023,1020,8,4,1,11,3,,0.00,6,,201<br />
2002-12-12,9,7,4,2,-1,-4,87,60,40,1029,1027,1025,10,7,2,13,3,,0.00,6,Rain,292<br />
2002-12-13,5,3,2,3,2,0,93,88,76,1030,1029,1027,8,5,2,8,5,,0.00,8,Rain,291<br />
2002-12-14,6,3,2,4,3,1,93,89,81,1028,1026,1024,10,6,1,6,3,,0.00,7,Rain,282<br />
2002-12-15,12,6,1,4,2,-2,100,80,38,1027,1024,1023,10,5,0,11,5,,0.00,5,Fog,318<br />
2002-12-16,12,6,1,2,-1,-2,93,70,38,1024,1022,1021,10,5,1,8,3,,0.00,3,Fog,139<br />
2002-12-17,12,6,1,-3,-4,-6,75,52,28,1023,1021,1019,10,6,2,10,5,,0.00,2,,306<br />
2002-12-18,9,4,-1,-1,-4,-5,86,59,37,1020,1017,1015,10,6,2,11,3,,0.00,5,,309<br />
2002-12-19,6,3,0,2,1,-1,100,88,70,1016,1014,1013,10,5,2,8,5,,0.00,7,Rain-Snow,316<br />
2002-12-20,9,4,0,2,1,-1,93,83,58,1019,1016,1015,10,6,2,8,3,,0.00,6,Rain,308<br />
2002-12-21,10,5,0,-1,-4,-7,93,57,30,1021,1019,1018,10,6,2,13,5,,0.00,1,,307<br />
2002-12-22,10,4,-1,-1,-2,-4,87,67,40,1020,1019,1017,8,5,2,8,3,,0.00,4,,248<br />
2002-12-23,6,3,1,0,-1,-5,93,79,46,1018,1016,1014,8,7,3,23,8,,0.00,7,Rain-Snow,45<br />
2002-12-24,4,2,0,1,0,-1,100,94,81,1018,1016,1015,8,4,1,11,3,,0.00,7,Rain-Snow,67<br />
2002-12-25,5,1,-3,0,-4,-7,100,72,45,1022,1019,1018,10,7,3,13,6,,0.00,4,,331<br />
2002-12-26,7,2,-3,-3,-5,-6,80,67,43,1022,1020,1018,10,7,3,11,6,,0.00,4,,299<br />
2002-12-27,7,2,-3,-5,-7,-10,75,57,31,1022,1021,1019,10,8,4,13,6,,0.00,1,,308<br />
2002-12-28,8,2,-4,-6,-8,-11,69,51,27,1022,1020,1018,10,8,3,11,6,,0.00,0,,286<br />
2002-12-29,5,1,-3,-6,-8,-10,69,52,33,1020,1018,1017,10,8,3,11,8,,0.00,1,,319<br />
2002-12-30,6,1,-3,-8,-10,-13,64,46,25,1021,1019,1017,10,8,5,16,8,,0.00,1,,304<br />
2002-12-31,8,1,-6,-11,-14,-18,55,36,15,1022,1019,1016,10,9,5,14,10,,0.00,0,,297<br />
2003-1-1,9,1,-7,-9,-13,-16,74,40,16,1023,1020,1018,10,7,2,10,6,,0.00,0,,297<br />
2003-1-2,8,1,-4,-9,-12,-15,69,44,20,1022,1021,1020,10,6,2,11,5,,0.00,3,,279<br />
2003-1-4,7,1,-4,-9,-11,-13,54,37,23,1027,1024,1023,10,7,2,10,5,,0.00,3,,19<br />
2003-1-5,1,-2,-4,-10,-11,-11,64,50,44,1023,1022,1021,10,9,5,10,6,,0.00,2,,303<br />
2003-1-6,10,4,-1,-9,-11,-13,55,35,19,1022,1021,1020,10,7,3,10,5,,0.00,2,,311<br />
2003-1-7,10,5,0,-9,-11,-
