Date/Time,Year,Month,Day,Data Quality,Max Temp (ﾰC),Max Temp Flag,Min Temp (ﾰC),Min Temp Flag,Mean Temp (ﾰC),Mean Temp Flag,Heat Deg Days (ﾰC),Heat Deg Days Flag,Cool Deg Days (ﾰC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1970-09-16,1970,9,16,,17.2,,10.6,,13.9,,4.1,,0,,,,,,,,,,,,,
1970-09-17,1970,9,17,,13.9,,9.4,,11.7,,6.3,,0,,,,,,,,,,,,,
1970-09-18,1970,9,18,,17.8,,10,,13.9,,4.1,,0,,,,,,,,,,,,,
1970-09-19,1970,9,19,,18.3,,11.7,,15,,3,,0,,,,,,,,,,,,,
1970-09-20,1970,9,20,,20.6,,12.2,,16.4,,1.6,,0,,,,,,,,,,,,,
1970-09-21,1970,9,21,,22.2,,13.3,,17.8,,0.2,,0,,,,,,,,,,,,,
1970-09-22,1970,9,22,,27.2,,17.8,,22.5,,0,,4.5,,,,,,,,,,,,,
1970-09-23,1970,9,23,,19.4,,17.8,,18.6,,0,,0.6,,,,,,,,,,,,,
1970-09-24,1970,9,24,,20.6,,9.4,,15,,3,,0,,,,,,,,,,,,,
1970-09-25,1970,9,25,,23.9,,13.3,,18.6,,0,,0.6,,,,,,,,,,,,,
1970-09-26,1970,9,26,,22.2,,13.9,,18.1,,0,,0.1,,,,,,,,,,,,,
1970-09-27,1970,9,27,,13.9,,13.3,,13.6,,4.4,,0,,,,,,,,,,,,,
1970-09-28,1970,9,28,,15,,10,,12.5,,5.5,,0,,,,,,,,,,,,,
1970-09-29,1970,9,29,,12.8,,7.8,,10.3,,7.7,,0,,,,,,,,,,,,,
1970-09-30,1970,9,30,,11.7,,8.3,,10,,8,,0,,,,,,,,,,,,,
1970-10-01,1970,10,1,,12.8,,7.8,,10.3,,7.7,,0,,,,,,,,,,,,,
1970-10-02,1970,10,2,,16.1,,8.9,,12.5,,5.5,,0,,,,,,,,,,,,,
1970-10-03,1970,10,3,,14.4,,11.7,,13.1,,4.9,,0,,,,,,,,,,,,,
1970-10-04,1970,10,4,,11.1,,8.9,,10,,8,,0,,,,,,,,,,,,,
1970-10-05,1970,10,5,,11.1,,8.3,,9.7,,8.3,,0,,,,,,,,,,,,,
1970-10-06,1970,10,6,,16.1,,2.8,,9.5,,8.5,,0,,,,,,,,,,,,,
1970-10-07,1970,10,7,,22.8,,13.3,,18.1,,0,,0.1,,,,,,,,,,,,,
1970-10-08,1970,10,8,,24.4,,13.3,,18.9,,0,,0.9,,,,,,,,,,,,,
1970-10-09,1970,10,9,,25.6,,12.8,,19.2,,0,,1.2,,,,,,,,,,,,,
1970-10-10,1970,10,10,,22.2,,14.4,,18.3,,0,,0.3,,,,,,,,,,,,,
1970-10-11,1970,10,11,,16.1,,14.4,,15.3,,2.7,,0,,,,,,,,,,,,,
1970-10-12,1970,10,12,,17.2,,13.3,,15.3,,2.7,,0,,,,,,,,,,,,,
1970-10-13,1970,10,13,,20,,12.8,,16.4,,1.6,,0,,,,,,,,,,,,,
1970-10-14,1970,10,14,,21.7,,15,,18.4,,0,,0.4,,,,,,,,,,,,,
1970-10-15,1970,10,15,,15.6,,13.9,,14.8,,3.2,,0,,,,,,,,,,,,,
1970-10-16,1970,10,16,,8.3,,5.6,,7,,11,,0,,,,,,,,,,,,,
1970-10-17,1970,10,17,,7.8,,3.9,,5.9,,12.1,,0,,,,,,,,,,,,,
1970-10-18,1970,10,18,,13.3,,3.9,,8.6,,9.4,,0,,,,,,,,,,,,,
1970-10-19,1970,10,19,,9.4,,3.3,,6.4,,11.6,,0,,,,,,,,,,,,,
1970-10-20,1970,10,20,,13.9,,-1.1,,6.4,,11.6,,0,,,,,,,,,,,,,
1970-10-21,1970,10,21,,12.8,,5,,8.9,,9.1,,0,,,,,,,,,,,,,
1970-10-22,1970,10,22,,13.9,,10.6,,12.3,,5.7,,0,,,,,,,,,,,,,
1970-10-23,1970,10,23,,14.4,,11.7,,13.1,,4.9,,0,,,,,,,,,,,,,
1970-10-24,1970,10,24,,12.2,,10,,11.1,,6.9,,0,,,,,,,,,,,,,
1970-10-25,1970,10,25,,11.1,,7.8,,9.5,,8.5,,0,,,,,,,,,,,,,
1970-10-26,1970,10,26,,10.6,,7.8,,9.2,,8.8,,0,,,,,,,,,,,,,
1970-10-27,1970,10,27,,7.2,,1.7,,4.5,,13.5,,0,,,,,,,,,,,,,
1970-10-28,1970,10,28,,11.1,,0.6,,5.9,,12.1,,0,,,,,,,,,,,,,
1970-10-29,1970,10,29,,11.7,,0,,5.9,,12.1,,0,,,,,,,,,,,,,
1970-10-30,1970,10,30,,11.1,,-0.6,,5.3,,12.7,,0,,,,,,,,,,,,,
1970-10-31,1970,10,31,,12.2,,1.1,,6.7,,11.3,,0,,,,,,,,,,,,,
1970-11-01,1970,11,1,,,,,,,,,,,,,,,,,,,,,,,
1970-11-02,1970,11,2,,,,,,,,,,,,,,,,,,,,,,,
1970-11-03,1970,11,3,,,,,,,,,,,,,,,,,,,,,,,
1970-11-04,1970,11,4,,,,,,,,,,,,,,,,,,,,,,,
1970-11-05,1970,11,5,,,,,,,,,,,,,,,,,,,,,,,
1970-11-06,1970,11,6,,,,,,,,,,,,,,,,,,,,,,,
1970-11-07,1970,11,7,,,,,,,,,,,,,,,,,,,,,,,
1970-11-08,1970,11,8,,,,,,,,,,,,,,,,,,,,,,,
1970-11-09,1970,11,9,,,,,,,,,,,,,,,,,,,,,,,
1970-11-10,1970,11,10,,,,,,,,,,,,,,,,,,,,,,,
1970-11-11,1970,11,11,,,,,,,,,,,,,,,,,,,,,,,
1970-11-12,1970,11,12,,,,,,,,,,,,,,,,,,,,,,,
1970-11-13,1970,11,13,,,,,,,,,,,,,,,,,,,,,,,
1970-11-14,1970,11,14,,,,,,,,,,,,,,,,,,,,,,,
1970-11-15,1970,11,15,,,,,,,,,,,,,,,,,,,,,,,
1970-11-16,1970,11,16,,,,,,,,,,,,,,,,,,,,,,,
1970-11-17,1970,11,17,,,,,,,,,,,,,,,,,,,,,,,
1970-11-18,1970,11,18,,,,,,,,,,,,,,,,,,,,,,,
1970-11-19,1970,11,19,,,,,,,,,,,,,,,,,,,,,,,
1970-11-20,1970,11,20,,,,,,,,,,,,,,,,,,,,,,,
1970-11-21,1970,11,21,,,,,,,,,,,,,,,,,,,,,,,
1970-11-22,1970,11,22,,,,,,,,,,,,,,,,,,,,,,,
1970-11-23,1970,11,23,,,,,,,,,,,,,,,,,,,,,,,
1970-11-24,1970,11,24,,,,,,,,,,,,,,,,,,,,,,,
1970-11-25,1970,11,25,,,,,,,,,,,,,,,,,,,,,,,
1970-11-26,1970,11,26,,,,,,,,,,,,,,,,,,,,,,,
1970-11-27,1970,11,27,,,,,,,,,,,,,,,,,,,,,,,
1970-11-28,1970,11,28,,,,,,,,,,,,,,,,,,,,,,,
1970-11-29,1970,11,29,,,,,,,,,,,,,,,,,,,,,,,
1970-11-30,1970,11,30,,,,,,,,,,,,,,,,,,,,,,,
1970-12-01,1970,12,1,,,,,,,,,,,,,,,,,,,,,,,
1970-12-02,1970,12,2,,,,,,,,,,,,,,,,,,,,,,,
1970-12-03,1970,12,3,,,,,,,,,,,,,,,,,,,,,,,
1970-12-04,1970,12,4,,,,,,,,,,,,,,,,,,,,,,,
1970-12-05,1970,12,5,,,,,,,,,,,,,,,,,,,,,,,
1970-12-06,1970,12,6,,,,,,,,,,,,,,,,,,,,,,,
1970-12-07,1970,12,7,,,,,,,,,,,,,,,,,,,,,,,
1970-12-08,1970,12,8,,,,,,,,,,,,,,,,,,,,,,,
1970-12-09,1970,12,9,,,,,,,,,,,,,,,,,,,,,,,
1970-12-10,1970,12,10,,,,,,,,,,,,,,,,,,,,,,,
1970-12-11,1970,12,11,,,,,,,,,,,,,,,,,,,,,,,
1970-12-12,1970,12,12,,,,,,,,,,,,,,,,,,,,,,,
1970-12-13,1970,12,13,,,,,,,,,,,,,,,,,,,,,,,
1970-12-14,1970,12,14,,,,,,,,,,,,,,,,,,,,,,,
1970-12-15,1970,12,15,,,,,,,,,,,,,,,,,,,,,,,
1970-12-16,1970,12,16,,,,,,,,,,,,,,,,,,,,,,,
1970-12-17,1970,12,17,,,,,,,,,,,,,,,,,,,,,,,
1970-12-18,1970,12,18,,,,,,,,,,,,,,,,,,,,,,,
1970-12-19,1970,12,19,,,,,,,,,,,,,,,,,,,,,,,
1970-12-20,1970,12,20,,,,,,,,,,,,,,,,,,,,,,,
1970-12-21,1970,12,21,,,,,,,,,,,,,,,,,,,,,,,
1970-12-22,1970,12,22,,,,,,,,,,,,,,,,,,,,,,,
1970-12-23,1970,12,23,,,,,,,,,,,,,,,,,,,,,,,
1970-12-24,1970,12,24,,,,,,,,,,,,,,,,,,,,,,,
1970-12-25,1970,12,25,,,,,,,,,,,,,,,,,,,,,,,
1970-12-26,1970,12,26,,,,,,,,,,,,,,,,,,,,,,,
1970-12-27,1970,12,27,,,,,,,,,,,,,,,,,,,,,,,
1970-12-28,1970,12,28,,,,,,,,,,,,,,,,,,,,,,,
1970-12-29,1970,12,29,,,,,,,,,,,,,,,,,,,,,,,
1970-12-30,1970,12,30,,,,,,,,,,,,,,,,,,,,,,,
1970-12-31,1970,12,31,,,,,,,,,,,,,,,,,,,,,,,
